mets,metNames,metHMDB,metKeggID,metEHMNID,metFormulas,metCHEBIID,metPubChemID,metHepatoNetID,metInchiString,metCharge,b,c
CE4988[x],"10,11-dihydro-12-epi-leukotriene B4",,,CE4988,C20H33O4,,,,"'InChI=1/C20H34O4/c1-2-3-4-5-6-9-13-18(21)14-10-7-8-11-15-19(22)16-12-17-20(23)24/h6-9,11,15,18-19,21-22H,2-5,10,12-14,16-17H2,1H3,(H,23,24)/p-1/b8-7+,9-6-,15-11-/t18-,19-/m0/s1",,0,0
CE4989[c],"20-OH-10,11-dihydro-leukotriene B4",,,CE4989,C20H33O5,,,,,,0,0
CE4988[r],"10,11-dihydro-12-epi-leukotriene B4",,,CE4988,C20H33O4,,,,"'InChI=1/C20H34O4/c1-2-3-4-5-6-9-13-18(21)14-10-7-8-11-15-19(22)16-12-17-20(23)24/h6-9,11,15,18-19,21-22H,2-5,10,12-14,16-17H2,1H3,(H,23,24)/p-1/b8-7+,9-6-,15-11-/t18-,19-/m0/s1",,0,0
CE4989[r],"20-OH-10,11-dihydro-leukotriene B4",,,CE4989,C20H33O5,,,,,,0,0
CE5945[c],"10,11-dihydro-20-dihydroxy-LTB4",HMDB12502,,CE5945,C20H33O6,,53481447,,,,0,0
CE5946[c],"10,11-dihydro-20-trihydroxy-leukotriene B4",HMDB12503,,CE5946,C20H33O7,,53481448,,,,0,0
CE5945[r],"10,11-dihydro-20-dihydroxy-LTB4",HMDB12502,,CE5945,C20H33O6,,53481447,,,,0,0
CE5946[r],"10,11-dihydro-20-trihydroxy-leukotriene B4",HMDB12503,,CE5946,C20H33O7,,53481448,,,,0,0
CE5947[c],"20-COOH-10,11-dihydro-LTB4",HMDB12633,,CE5947,C20H30O6,,53481507,,,,0,0
CE7074[c],13'-hydroxy-gama-tocotrienol,HMDB12562,,CE7074,C28H42O3,,53481468,,,,0,0
CE7072[c],13'-carboxy-gama-tocotrienol,HMDB12558,,CE7072,C28H39O4,,53481464,,,,0,0
CE7074[r],13'-hydroxy-gama-tocotrienol,HMDB12562,,CE7074,C28H42O3,,53481468,,,,0,0
CE7072[r],13'-carboxy-gama-tocotrienol,HMDB12558,,CE7072,C28H39O4,,53481464,,,,0,0
CE5966[m],"3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA",,,CE5966,C41H62N7O20P3S,,,,,,0,0
CE5967[m],"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA",,,CE5967,C39H60N7O19P3S,,,,,,0,0
CE5966[x],"3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA",,,CE5966,C41H62N7O20P3S,,,,,,0,0
CE5967[x],"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA",,,CE5967,C39H60N7O19P3S,,,,,,0,0
CE5967[c],"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA",,,CE5967,C39H60N7O19P3S,,,,,,0,0
CE5968[c],"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate",,,CE5968,C18H29O4,,,,,,0,0
CE5968[m],"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate",,,CE5968,C18H29O4,,,,,,0,0
CE5968[x],"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate",,,CE5968,C18H29O4,,,,,,0,0
CE5969[m],"10,11-dihydro-LTB4-CoA",,,CE5969,C41H64N7O19P3S,,,,,,0,0
CE5970[m],"5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA",,,CE5970,C41H62N7O19P3S,,,,,,0,0
CE5969[x],"10,11-dihydro-LTB4-CoA",,,CE5969,C41H64N7O19P3S,,,,,,0,0
CE5970[x],"5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA",,,CE5970,C41H62N7O19P3S,,,,,,0,0
CE5969[c],"10,11-dihydro-LTB4-CoA",,,CE5969,C41H64N7O19P3S,,,,,,0,0
CE5969[r],"10,11-dihydro-LTB4-CoA",,,CE5969,C41H64N7O19P3S,,,,,,0,0
CE5971[m],"3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA",,,CE5971,C41H64N7O20P3S,,,,,,0,0
CE5971[x],"3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA",,,CE5971,C41H64N7O20P3S,,,,,,0,0
CE5971[c],"3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA",,,CE5971,C41H64N7O20P3S,,,,,,0,0
CE5966[c],"3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA",,,CE5966,C41H62N7O20P3S,,,,,,0,0
CE5535[c],"9-peroxy-5Z,7E,11Z,14Z-eicosatetraenoate",,,CE5535,C20H30O4,,,,"'InChI=1/C20H31O4/c1-2-3-4-5-6-7-8-10-13-16-19(24-23)17-14-11-9-12-15-18-20(21)22/h6-7,9-11,13-14,17,19H,2-5,8,12,15-16,18H2,1H3,(H,21,22)/p-1/b7-6-,11-9-,13-10-,17-14+",,0,0
CE5534[c],"9,11-cycloperoxy-5-hydroperoxy-6E,14Z-eicosadienoate",,,CE5534,C20H31O6,,,,,,0,0
CE5828[c],"5,9,11-trihydroxyprosta-6E,14Z-dien-1-oate",,,CE5828,C20H33O5,,,,,,0,0
CE5925[c],"12-peroxy-5Z,8Z,10E,14Z-eicosatetraenoate",,,CE5925,C20H30O4,,,,"'InChI=1/C20H31O4/c1-2-3-4-5-10-13-16-19(24-23)17-14-11-8-6-7-9-12-15-18-20(21)22/h7-11,13-14,17,19H,2-6,12,15-16,18H2,1H3,(H,21,22)/p-1/b9-7-,11-8-,13-10-,17-14+",,0,0
CE5926[c],"11,15-cyclo-12,14-cycloperoxy-8-hydroperoxy-5Z,9E-eicosadienoic",,,CE5926,C20H31O6,,,,,,0,0
CE5929[c],"11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic acid",,,CE5929,C20H33O5,,,,,,0,0
CE5928[c],"8-peroxy-5Z,9E,11Z,14Z-eicosatetraenoate",,,CE5928,C20H30O4,,,,"'InChI=1/C20H31O4/c1-2-3-4-5-6-7-8-9-10-13-16-19(24-23)17-14-11-12-15-18-20(21)22/h6-7,9-11,13-14,16,19H,2-5,8,12,15,17-18H2,1H3,(H,21,22)/p-1/b7-6-,10-9-,14-11-,16-13+",,0,0
CE5930[c],"5,9-cyclo-6,8-cycloperoxy-12-hydroperoxy-(10E,14Z)-eicosadienoic acid",,,CE5930,C20H31O6,,,,,,0,0
CE5931[c],"5,9-cyclo-6,8,12-trihydroxy-(10E,14Z)-eicosadienoic acid",,,CE5931,C20H33O5,,,,,,0,0
CE5537[c],"11-peroxy-5Z,8Z,12E,14Z-eicosatetraenoate",,,CE5537,C20H30O4,,,,"'InChI=1/C20H31O4/c1-2-3-4-5-7-10-13-16-19(24-23)17-14-11-8-6-9-12-15-18-20(21)22/h6-7,9-11,13-14,16,19H,2-5,8,12,15,17-18H2,1H3,(H,21,22)/p-1/b9-6-,10-7-,14-11-,16-13+",,0,0
CE5533[c],"9,11-cycloperoxy-15-hydroperoxy-5Z,13E-eicosadienoate",,,CE5533,C20H31O6,,,,,,0,0
CE5924[c],"9,11,15-trihydroxyprosta-5Z,13E-dien-1-oate",HMDB01139,C00639,CE5924,C20H33O5,15553,5283078,,,,0,0
avite2[r],alpha-tocotrienol,HMDB06327,C14153,C14153,C29H44O2,33270,5282347,,"'InChI=1S/C29H44O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h12,14,16,30H,9-11,13,15,17-19H2,1-8H3/b21-14+,22-16+/t29-/m1/s1",,0,0
CE7097[c],"5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate",,,CE7097,C20H29O4,,,,,,0,0
CE7097[m],"5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate",,,CE7097,C20H29O4,,,,,,0,0
CE7097[x],"5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate",,,CE7097,C20H29O4,,,,,,0,0
C04805[c],5(S)-HETE,HMDB11134,C04805,C04805,C20H31O3,28209,155383,,"'InChI=1S/C20H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19(21)17-15-18-20(22)23/h6-7,9-10,12-14,16,19,21H,2-5,8,11,15,17-18H2,1H3,(H,22,23)/b7-6-,10-9-,13-12-,16-14+/t19-/m1/s1",,0,0
CE5815[c],20-hydroxy-5S-HETE,,,CE5815,C20H31O4,,,,,,0,0
C04805[r],5(S)-HETE,HMDB11134,C04805,C04805,C20H31O3,28209,155383,,"'InChI=1S/C20H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19(21)17-15-18-20(22)23/h6-7,9-10,12-14,16,19,21H,2-5,8,11,15,17-18H2,1H3,(H,22,23)/b7-6-,10-9-,13-12-,16-14+/t19-/m1/s1",,0,0
CE5815[r],20-hydroxy-5S-HETE,,,CE5815,C20H31O4,,,,,,0,0
CE7096[c],"5,15-DiHETE",HMDB10216,,CE7096,C20H31O4,,5283158,,,,0,0
C04805[n],5(S)-HETE,HMDB11134,C04805,C04805,C20H31O3,28209,155383,,"'InChI=1S/C20H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19(21)17-15-18-20(22)23/h6-7,9-10,12-14,16,19,21H,2-5,8,11,15,17-18H2,1H3,(H,22,23)/b7-6-,10-9-,13-12-,16-14+/t19-/m1/s1",,0,0
CE7096[n],"5,15-DiHETE",HMDB10216,,CE7096,C20H31O4,,5283158,,,,0,0
CE2084[c],"5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid",,,CE2084,C20H29O3,,1831,,"'InChI=1/C20H30O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19(21)17-15-18-20(22)23/h6-7,9-10,12-14,16H,2-5,8,11,15,17-18H2,1H3,(H,22,23)/p-1/b7-6-,10-9-,13-12-,16-14+",,0,0
C04805[m],5(S)-HETE,HMDB11134,C04805,C04805,C20H31O3,28209,155383,,"'InChI=1S/C20H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19(21)17-15-18-20(22)23/h6-7,9-10,12-14,16,19,21H,2-5,8,11,15,17-18H2,1H3,(H,22,23)/b7-6-,10-9-,13-12-,16-14+/t19-/m1/s1",,0,0
CE2084[m],"5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid",,,CE2084,C20H29O3,,1831,,"'InChI=1/C20H30O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19(21)17-15-18-20(22)23/h6-7,9-10,12-14,16H,2-5,8,11,15,17-18H2,1H3,(H,22,23)/p-1/b7-6-,10-9-,13-12-,16-14+",,0,0
C04805[x],5(S)-HETE,HMDB11134,C04805,C04805,C20H31O3,28209,155383,,"'InChI=1S/C20H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19(21)17-15-18-20(22)23/h6-7,9-10,12-14,16,19,21H,2-5,8,11,15,17-18H2,1H3,(H,22,23)/b7-6-,10-9-,13-12-,16-14+/t19-/m1/s1",,0,0
CE2084[x],"5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid",,,CE2084,C20H29O3,,1831,,"'InChI=1/C20H30O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19(21)17-15-18-20(22)23/h6-7,9-10,12-14,16H,2-5,8,11,15,17-18H2,1H3,(H,22,23)/p-1/b7-6-,10-9-,13-12-,16-14+",,0,0
h2[c],Hydrogen,HMDB01362,C00282,C00282,H2,18276,783,,InChI=1S/H2/h1H,,0,0
CE1447[c],11-dehydrothromboxane B2,HMDB04242,C05964,CE1447,C20H31O6,28667,440862,,"'InChI=1S/C20H32O6/c1-2-3-6-9-15(21)12-13-18-16(17(22)14-20(25)26-18)10-7-4-5-8-11-19(23)24/h4,7,12-13,15-18,21-22H,2-3,5-6,8-11,14H2,1H3,(H,23,24)/b7-4-,13-12+/t15-,16-,17-,18+/m0/s1",,0,0
CE6508[c],5-hydroperoxy-EPA,,,CE6508,C20H29O4,,53394277,,,,0,0
CE2540[n],timnodonate,HMDB01999,C06428,CE2540,C20H29O2,28364,3209,,,,0,0
CE6508[n],5-hydroperoxy-EPA,,,CE6508,C20H29O4,,53394277,,,,0,0
CE7079[c],leukotriene A5,,,CE7079,C20H27O3,,,,,,0,0
CE7091[c],15(R)-hydroperoxy-EPE,,,CE7091,C20H29O4,,,,,,0,0
CE7091[n],15(R)-hydroperoxy-EPE,,,CE7091,C20H29O4,,,,,,0,0
CE7091[r],15(R)-hydroperoxy-EPE,,,CE7091,C20H29O4,,,,,,0,0
CE2540[x],timnodonate,HMDB01999,C06428,CE2540,C20H29O2,28364,3209,,,,0,0
CE7091[x],15(R)-hydroperoxy-EPE,,,CE7091,C20H29O4,,,,,,0,0
CE7080[c],15(S)-hydroperoxy-EPE,,,CE7080,C20H29O4,,,,,,0,0
CE7082[c],15(S)-HEPE,HMDB10209,,CE7082,C20H29O3,,5283192,,,,0,0
CE7083[c],leukotriene B5,HMDB05073,,CE7083,C20H29O4,,5283125,,,,0,0
CE7084[c],"5,12-dihydroxy-6E-LTB5",,,CE7084,C20H29O4,,,,,,0,0
CE7085[c],5-HEPE,HMDB05081,,CE7085,C20H29O3,,1766,,,,0,0
CE7086[c],leukotriene C5,HMDB12993,,CE7086,C30H43N3O9S,,53481570,,,,0,0
CE7087[c],leukotriene D5,HMDB12994,,CE7087,C25H37N2O6S,,53481571,,,,0,0
CE7088[c],PGH3,HMDB13040,C00427,CE7088,C20H29O5,15554,53481592,,,,0,0
CE7088[n],PGH3,HMDB13040,C00427,CE7088,C20H29O5,15554,53481592,,,,0,0
C06439[n],Prostaglandin E3,HMDB02664,C06439,C06439,C20H29O5,28031,5280937,,"'InChI=1S/C20H30O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h3-4,6-7,12-13,15-17,19,21,23H,2,5,8-11,14H2,1H3,(H,24,25)/b6-3-,7-4-,13-12+/t15-,16+,17+,19+/m0/s1",,0,0
CE7081[n],15(R)-HEPE,HMDB10209,,CE7081,C20H29O3,,53480357,,,,0,0
CE7109[n],"5(S),6(S)-epoxy-15(R)-HEPE",,,CE7109,C20H27O4,,,,,,0,0
CE7081[r],15(R)-HEPE,HMDB10209,,CE7081,C20H29O3,,53480357,,,,0,0
CE7109[r],"5(S),6(S)-epoxy-15(R)-HEPE",,,CE7109,C20H27O4,,,,,,0,0
CE7110[c],"5,6-epoxy,18R-HEPE",,,CE7110,C20H27O4,,,,,,0,0
CE7114[c],"5,12,18R-TriHEPE",,,CE7114,C20H29O5,,,,"'InChI=1/C20H30O5/c1-2-17(21)11-8-5-9-14-18(22)12-6-3-4-7-13-19(23)15-10-16-20(24)25/h3-9,11-13,17-19,21-23H,2,10,14-16H2,1H3,(H,24,25)/p-1/b4-3-,9-5-,11-8+,12-6+,13-7+/t17-,18-,19+/m1/s1",,0,0
CE7109[c],"5(S),6(S)-epoxy-15(R)-HEPE",,,CE7109,C20H27O4,,,,,,0,0
CE7113[c],15-epi-lipoxin B5,HMDB12588,,CE7113,C20H29O5,,53481476,,"'InChI=1/C20H30O5/c1-2-3-8-14-18(22)19(23)15-10-7-5-4-6-9-12-17(21)13-11-16-20(24)25/h3-10,12,15,17-19,21-23H,2,11,13-14,16H2,1H3,(H,24,25)/p-1/b6-4-,7-5+,8-3-,12-9+,15-10+/t17-,18+,19+/m0/s1",,0,0
CE7113[r],15-epi-lipoxin B5,HMDB12588,,CE7113,C20H29O5,,53481476,,"'InChI=1/C20H30O5/c1-2-3-8-14-18(22)19(23)15-10-7-5-4-6-9-12-17(21)13-11-16-20(24)25/h3-10,12,15,17-19,21-23H,2,11,13-14,16H2,1H3,(H,24,25)/p-1/b6-4-,7-5+,8-3-,12-9+,15-10+/t17-,18+,19+/m0/s1",,0,0
CE7109[x],"5(S),6(S)-epoxy-15(R)-HEPE",,,CE7109,C20H27O4,,,,,,0,0
CE7113[x],15-epi-lipoxin B5,HMDB12588,,CE7113,C20H29O5,,53481476,,"'InChI=1/C20H30O5/c1-2-3-8-14-18(22)19(23)15-10-7-5-4-6-9-12-17(21)13-11-16-20(24)25/h3-10,12,15,17-19,21-23H,2,11,13-14,16H2,1H3,(H,24,25)/p-1/b6-4-,7-5+,8-3-,12-9+,15-10+/t17-,18+,19+/m0/s1",,0,0
CE7112[c],15-epi-lipoxin A5,,,CE7112,C20H29O5,,,,"'InChI=1S/C20H30O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h3-4,6-7,12-13,15-17,19,21,23H,2,5,8-11,14H2,1H3,(H,24,25)/b6-3-,7-4-,13-12+/t15-,16+,17+,19+/m0/s1",,0,0
CE7112[r],15-epi-lipoxin A5,,,CE7112,C20H29O5,,,,"'InChI=1S/C20H30O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h3-4,6-7,12-13,15-17,19,21,23H,2,5,8-11,14H2,1H3,(H,24,25)/b6-3-,7-4-,13-12+/t15-,16+,17+,19+/m0/s1",,0,0
CE7112[x],15-epi-lipoxin A5,,,CE7112,C20H29O5,,,,"'InChI=1S/C20H30O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h3-4,6-7,12-13,15-17,19,21,23H,2,5,8-11,14H2,1H3,(H,24,25)/b6-3-,7-4-,13-12+/t15-,16+,17+,19+/m0/s1",,0,0
CE7111[c],5-oxo-EPE,,,CE7111,C20H27O3,,,,,,0,0
CE7085[x],5-HEPE,HMDB05081,,CE7085,C20H29O3,,1766,,,,0,0
CE7111[x],5-oxo-EPE,,,CE7111,C20H27O3,,,,,,0,0
CE7090[c],18R-HEPE,HMDB12611,C18177,CE7090,C20H29O3,,16061126,,,,0,0
CE7090[n],18R-HEPE,HMDB12611,C18177,CE7090,C20H29O3,,16061126,,,,0,0
CE7110[n],"5,6-epoxy,18R-HEPE",,,CE7110,C20H27O4,,,,,,0,0
CE7115[c],20-hydroxy-leukotriene B5,,,CE7115,C20H29O5,,,,"'InChI=1S/C20H30O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h3-4,6-7,12-13,15-17,19,21,23H,2,5,8-11,14H2,1H3,(H,24,25)/b6-3-,7-4-,13-12+/t15-,16+,17+,19+/m0/s1",,0,0
CE7083[r],leukotriene B5,HMDB05073,,CE7083,C20H29O4,,5283125,,,,0,0
CE7115[r],20-hydroxy-leukotriene B5,,,CE7115,C20H29O5,,,,"'InChI=1S/C20H30O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h3-4,6-7,12-13,15-17,19,21,23H,2,5,8-11,14H2,1H3,(H,24,25)/b6-3-,7-4-,13-12+/t15-,16+,17+,19+/m0/s1",,0,0
CE0347[c],12-hydroxyeicosatetraenoate,HMDB06111,,CE0347,C20H31O3,,5312983,,,,0,0
CE0347[n],12-hydroxyeicosatetraenoate,HMDB06111,,CE0347,C20H31O3,,5312983,,,,0,0
leuktrB4[n],leukotriene B4(1-),HMDB01085,C02165,C02165,C20H31O4,15647,5280492,,"'InChI=1S/C20H32O4/c1-2-3-4-5-6-9-13-18(21)14-10-7-8-11-15-19(22)16-12-17-20(23)24/h6-11,14-15,18-19,21-22H,2-5,12-13,16-17H2,1H3,(H,23,24)/p-1/b8-7+,9-6-,14-10+,15-11-/t18-,19-/m1/s1",,0,0
CE0347[r],12-hydroxyeicosatetraenoate,HMDB06111,,CE0347,C20H31O3,,5312983,,,,0,0
CE6247[c],"5,12,20-TriHETE",HMDB01509,C04853,CE6247,C20H31O5,15646,1589,,,,0,0
CE6247[r],"5,12,20-TriHETE",HMDB01509,C04853,CE6247,C20H31O5,15646,1589,,,,0,0
C08276[c],3-(methylthio)propionate,HMDB01527,C08276,C08276,C4H7O2S,1438,563,,"InChI=1S/C4H8O2S/c1-7-3-2-4(5)6/h2-3H2,1H3,(H,5,6)/p-1",,0,0
ch4s[c],Methanethiol,HMDB03227,C00409,C00409,CH4S,16007,878,,"InChI=1S/CH4S/c1-2/h2H,1H3",,0,0
acryl[c],acrylate,,C00511,C00511,C3H4O2,18308,6581,,"InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)",,0,0
C04849[c],"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",,C04849,C04849,C20H31O4,57449,21158465,,"'InChI=1S/C20H32O4/c1-2-3-4-5-6-10-13-18-19(24-18)16-15-17(21)12-9-7-8-11-14-20(22)23/h6-7,9-10,15-19,21H,2-5,8,11-14H2,1H3,(H,22,23)/p-1/b9-7-,10-6-,16-15+/t17?,18-,19+/m0/s1",,0,0
CE6248[c],20-OH-hepoxilin A3,,,CE6248,C20H31O5,,,,,,0,0
C04849[r],"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",,C04849,C04849,C20H31O4,57449,21158465,,"'InChI=1S/C20H32O4/c1-2-3-4-5-6-10-13-18-19(24-18)16-15-17(21)12-9-7-8-11-14-20(22)23/h6-7,9-10,15-19,21H,2-5,8,11-14H2,1H3,(H,22,23)/p-1/b9-7-,10-6-,16-15+/t17?,18-,19+/m0/s1",,0,0
CE6248[r],20-OH-hepoxilin A3,,,CE6248,C20H31O5,,,,,,0,0
C04843[c],"(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate",,,C04843,C20H33O5,57448,46878369,,"'InChI=1S/C20H34O5/c1-2-3-4-5-6-10-13-18(22)19(23)16-15-17(21)12-9-7-8-11-14-20(24)25/h6-7,9-10,15-19,21-23H,2-5,8,11-14H2,1H3,(H,24,25)/p-1/b9-7-,10-6-,16-15+/t17?,18-,19?/m1/s1",,0,0
C04843[r],"(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate",,,C04843,C20H33O5,57448,46878369,,"'InChI=1S/C20H34O5/c1-2-3-4-5-6-10-13-18(22)19(23)16-15-17(21)12-9-7-8-11-14-20(24)25/h6-7,9-10,15-19,21-23H,2-5,8,11-14H2,1H3,(H,24,25)/p-1/b9-7-,10-6-,16-15+/t17?,18-,19?/m1/s1",,0,0
C04849[x],"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",,C04849,C04849,C20H31O4,57449,21158465,,"'InChI=1S/C20H32O4/c1-2-3-4-5-6-10-13-18-19(24-18)16-15-17(21)12-9-7-8-11-14-20(22)23/h6-7,9-10,15-19,21H,2-5,8,11-14H2,1H3,(H,22,23)/p-1/b9-7-,10-6-,16-15+/t17?,18-,19+/m0/s1",,0,0
C04843[x],"(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate",,,C04843,C20H33O5,57448,46878369,,"'InChI=1S/C20H34O5/c1-2-3-4-5-6-10-13-18(22)19(23)16-15-17(21)12-9-7-8-11-14-20(24)25/h6-7,9-10,15-19,21-23H,2-5,8,11-14H2,1H3,(H,24,25)/p-1/b9-7-,10-6-,16-15+/t17?,18-,19?/m1/s1",,0,0
C05965[c],12(S)-HPETE(1-),HMDB04243,C05965,C05965,C20H31O4,15626,5280892,,"'InChI=1S/C20H32O4/c1-2-3-4-5-10-13-16-19(24-23)17-14-11-8-6-7-9-12-15-18-20(21)22/h7-11,13-14,17,19,23H,2-6,12,15-16,18H2,1H3,(H,21,22)/p-1/b9-7-,11-8-,13-10-,17-14+/t19-/m0/s1",,0,0
C05965[e],12(S)-HPETE(1-),HMDB04243,C05965,C05965,C20H31O4,15626,5280892,,"'InChI=1S/C20H32O4/c1-2-3-4-5-10-13-16-19(24-23)17-14-11-8-6-7-9-12-15-18-20(21)22/h7-11,13-14,17,19,23H,2-6,12,15-16,18H2,1H3,(H,21,22)/p-1/b9-7-,11-8-,13-10-,17-14+/t19-/m0/s1",,0,0
C04849[e],"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",,C04849,C04849,C20H31O4,57449,21158465,,"'InChI=1S/C20H32O4/c1-2-3-4-5-6-10-13-18-19(24-18)16-15-17(21)12-9-7-8-11-14-20(22)23/h6-7,9-10,15-19,21H,2-5,8,11-14H2,1H3,(H,22,23)/p-1/b9-7-,10-6-,16-15+/t17?,18-,19+/m0/s1",,0,0
C05965[m],12(S)-HPETE(1-),HMDB04243,C05965,C05965,C20H31O4,15626,5280892,,"'InChI=1S/C20H32O4/c1-2-3-4-5-10-13-16-19(24-23)17-14-11-8-6-7-9-12-15-18-20(21)22/h7-11,13-14,17,19,23H,2-6,12,15-16,18H2,1H3,(H,21,22)/p-1/b9-7-,11-8-,13-10-,17-14+/t19-/m0/s1",,0,0
C04849[m],"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",,C04849,C04849,C20H31O4,57449,21158465,,"'InChI=1S/C20H32O4/c1-2-3-4-5-6-10-13-18-19(24-18)16-15-17(21)12-9-7-8-11-14-20(22)23/h6-7,9-10,15-19,21H,2-5,8,11-14H2,1H3,(H,22,23)/p-1/b9-7-,10-6-,16-15+/t17?,18-,19+/m0/s1",,0,0
C05965[n],12(S)-HPETE(1-),HMDB04243,C05965,C05965,C20H31O4,15626,5280892,,"'InChI=1S/C20H32O4/c1-2-3-4-5-10-13-16-19(24-23)17-14-11-8-6-7-9-12-15-18-20(21)22/h7-11,13-14,17,19,23H,2-6,12,15-16,18H2,1H3,(H,21,22)/p-1/b9-7-,11-8-,13-10-,17-14+/t19-/m0/s1",,0,0
C04849[n],"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",,C04849,C04849,C20H31O4,57449,21158465,,"'InChI=1S/C20H32O4/c1-2-3-4-5-6-10-13-18-19(24-18)16-15-17(21)12-9-7-8-11-14-20(22)23/h6-7,9-10,15-19,21H,2-5,8,11-14H2,1H3,(H,22,23)/p-1/b9-7-,10-6-,16-15+/t17?,18-,19+/m0/s1",,0,0
CE6250[c],hepoxilin A3-C,,,CE6250,C30H47N3O10S,,,,,,0,0
CE6250[m],hepoxilin A3-C,,,CE6250,C30H47N3O10S,,,,,,0,0
CE6250[r],hepoxilin A3-C,,,CE6250,C30H47N3O10S,,,,,,0,0
CE6250[x],hepoxilin A3-C,,,CE6250,C30H47N3O10S,,,,,,0,0
CE6251[c],"12,20-DiHETE",,,CE6251,C20H31O4,,1412,,"'InChI=1/C20H32O4/c21-18-14-10-6-5-8-12-16-19(22)15-11-7-3-1-2-4-9-13-17-20(23)24/h2-4,7-8,11-12,15,19,21-22H,1,5-6,9-10,13-14,16-18H2,(H,23,24)/p-1/b4-2-,7-3-,12-8-,15-11+",,0,0
CE6251[r],"12,20-DiHETE",,,CE6251,C20H31O4,,1412,,"'InChI=1/C20H32O4/c21-18-14-10-6-5-8-12-16-19(22)15-11-7-3-1-2-4-9-13-17-20(23)24/h2-4,7-8,11-12,15,19,21-22H,1,5-6,9-10,13-14,16-18H2,(H,23,24)/p-1/b4-2-,7-3-,12-8-,15-11+",,0,0
