name,main_class,sub_class,sys_name,synonyms,pubchem_cid,exactmass,formula,inchi_key,MW_regno
SM(d17:1/24:1),Sphingolipids,Sphingomyelins,N-(15Z-tetracosenoyl)-heptadecasphing-4-enine-1-phosphocholine,SM(d17:1/24:1); N-(15Z-tetracosenoyl)-heptadecasphing-4-enine-1-phosphocholine; LMSP03010074; SM(d17:1/24:1),52931207,798.661476,C46H91N2O6P,POQOEIGODOXWFL-HIMVLHDZSA-N,30787
SM(d17:1/25:0),Sphingolipids,Sphingomyelins,,,,814.692776,C47H95N2O6P,,
SM(d17:1/26:0),Sphingolipids,Sphingomyelins,,,,828.708426,C48H97N2O6P,,
SM(d17:1/26:1),Sphingolipids,Sphingomyelins,N-(17Z-hexacosenoyl)-heptadecasphing-4-enine-1-phosphocholine,SM(d17:1/26:1); N-(17Z-hexacosenoyl)-heptadecasphing-4-enine-1-phosphocholine; LMSP03010082; SM(d17:1/26:1),52931219,826.692776,C48H95N2O6P,MFOZKYNROBQPRM-VKGJADIPSA-N,30795
SM(d18:0/12:0),Sphingolipids,Sphingomyelins,N-(dodecanoyl)-sphinganine-1-phosphocholine,SM(d18:0/12:0); N-(dodecanoyl)-sphinganine-1-phosphocholine; N-(dodecanoyl)-sphinganine-1-phosphocholine; Dodecanoyl Dihydrosphingomyelin; LMSP03010079; 12:0 Dihydro SM (d18:0/12:0); N-lauroyl-D-erythro-sphinganylphosphorylcholine,46891775,648.520626,C35H73N2O6P,AAKFURSPBCUAIO-SZAHLOSFSA-N,30792
SM(d18:0/13:0),Sphingolipids,Sphingomyelins,N-(tridecanoyl)-sphinganine-1-phosphocholine,SM(d18:0/13:0); N-(tridecanoyl)-sphinganine-1-phosphocholine; LMSP03010033; SM(d18:0/13:0); N-(tridecanoyl)-sphinganine-1-phosphocholine,52931129,662.536276,C36H75N2O6P,VFRRSDQDVJLDFT-OIDHKYIRSA-N,30748
SM(d18:0/14:0),Sphingolipids,Sphingomyelins,N-(tetradecanoyl)-sphinganine-1-phosphocholine,SM(d18:0/14:0); N-(tetradecanoyl)-sphinganine-1-phosphocholine; C14DH Sphingomyelin; SM(d18:0/14:0); C14DH Sphingomyelin; HMDB12085; Sphingomyelin (d18:0/14:0); LMSP03010030; N-(tetradecanoyl)-sphinganine-1-phosphocholine,44260138,676.551926,C37H77N2O6P,MJAFYELZQYPMQG-MPQUPPDSSA-N,30746
SM(d18:0/14:1(OH)),Sphingolipids,Sphingomyelins,,,,688.5155,C37H73N2O7P,,
SM(d18:0/15:0),Sphingolipids,Sphingomyelins,N-(pentadecanoyl)-sphinganine-1-phosphocholine,SM(d18:0/15:0); N-(pentadecanoyl)-sphinganine-1-phosphocholine; SM(d18:0/15:0); CHEBI:72759; LMSP03010091; N-(pentadecanoyl)-sphinganine-1-phosphocholine; N-(pentadecanoyl)dihydrosphingosine-1-phosphocholine,52931141,690.567576,C38H79N2O6P,MOOVXYQLXUAUJU-PQQNNWGCSA-N,30804
SM(d18:0/16:0),Sphingolipids,Sphingomyelins,N-(hexadecanoyl)-sphinganine-1-phosphocholine,SM(d18:0/16:0); N-(hexadecanoyl)-sphinganine-1-phosphocholine; C16DH Sphingomyelin; C16 dihydrosphingomyelin; C16 dihydrosphingomyelin; UNII-YDC4Z8782F; SM(d18:0/16:0); N-(hexadecanoyl)-sphinganine-1-phosphocholine; C16DH Sphingomyelin; N-Palmitoyldihydrosphingo,9939965,704.583226,C39H81N2O6P,QHZIGNLCLJPLCU-QPPIDDCLSA-N,30729
SM(d18:0/16:1),Sphingolipids,Sphingomyelins,,,,716.5468,C39H77N2O7P,,
SM(d18:0/17:0),Sphingolipids,Sphingomyelins,N-(heptadecanoyl)-sphinganine-1-phosphocholine,SM(d18:0/17:0); N-(heptadecanoyl)-sphinganine-1-phosphocholine; SM(d18:0/17:0); N-(heptadecanoyl)-sphinganine-1-phosphocholine; CHEBI:84504; LMSP03010046,52931153,718.598876,C40H83N2O6P,GKFSHMJHEJYCCJ-ZESVVUHVSA-N,30760
SM(d18:0/18:0),Sphingolipids,Sphingomyelins,N-(octadecanoyl)-sphinganine-1-phosphocholine,SM(d18:0/18:0); N-(octadecanoyl)-sphinganine-1-phosphocholine; C18DH Sphingomyelin; SM(d18:0/18:0); C18DH Sphingomyelin; HMDB12087; Sphingomyelin (d18:0/18:0); LMSP03010020; N-(octadecanoyl)-sphinganine-1-phosphocholine,44260130,732.614526,C41H85N2O6P,JCELSEVNSMXGKA-IOLBBIBUSA-N,30736
SM(d18:0/18:1),Sphingolipids,Sphingomyelins,N-(9Z-octadecenoyl)-sphinganine-1-phosphocholine,SM(d18:0/18:1); N-(9Z-octadecenoyl)-sphinganine-1-phosphocholine; C18:1DH Sphingomyelin; C18:1DH Sphingomyelin; SM(d18:0/18:1(9Z)); N-(9Z-octadecenoyl)-sphinganine-1-phosphocholine; HMDB12089; LMSP03010031,44260139,730.598876,C41H83N2O6P,XYLWKHKCYHMVMA-RVPJYPCXSA-N,30747
SM(d18:0/18:2),Sphingolipids,Sphingomyelins,"N-(9Z,12Z-octadecadienoyl)-sphinganine-1-phosphocholine","SM(d18:0/18:2); N-(9Z,12Z-octadecadienoyl)-sphinganine-1-phosphocholine; LMSP03010049; SM(d18:0/18:2); N-(9Z,12Z-octadecadienoyl)-sphinganine-1-phosphocholine",52931159,728.583226,C41H81N2O6P,LOHIJJRFCAEEGY-QPYJHBIRSA-N,30763
SM(d18:0/20:0),Sphingolipids,Sphingomyelins,N-(eicosanoyl)-sphinganine-1-phosphocholine,SM(d18:0/20:0); N-(eicosanoyl)-sphinganine-1-phosphocholine; C20DH Sphingomyelin; SM(d18:0/20:0); N-(eicosanoyl)-sphinganine-1-phosphocholine; C20DH Sphingomyelin; HMDB12090; Sphingomyelin (d18:0/20:0); LMSP03010021,44260131,760.645826,C43H89N2O6P,UGRZESKDAPEULH-ACEXITHZSA-N,30737
SM(d18:0/20:2),Sphingolipids,Sphingomyelins,,,,754.5989,C43H83N2O6P,,
SM(d18:0/22:0),Sphingolipids,Sphingomyelins,N-(docosanoyl)-sphinganine-1-phosphocholine,SM(d18:0/22:0); N-(docosanoyl)-sphinganine-1-phosphocholine; C22DH Sphingomyelin; SM(d18:0/22:0); N-(docosanoyl)-sphinganine-1-phosphocholine; C22DH Sphingomyelin; HMDB12091; Sphingomyelin (d18:0/22:0); LMSP03010022,44260132,788.677126,C45H93N2O6P,FONAXCRWZQFJHY-JCGOJSMZSA-N,30738
SM(d18:0/22:1(OH)),Sphingolipids,Sphingomyelins,,,,800.6407,C45H89N2O7P,,
SM(d18:0/22:1),Sphingolipids,Sphingomyelins,"(2-{[(2S,3R)-2-[(13Z)-docos-13-enamido]-3-hydroxyoctadecyl phosphonato]oxy}ethyl)trimethylazanium","SM(d18:0/22:1); (2-{[(2S,3R)-2-[(13Z)-docos-13-enamido]-3-hydroxyoctadecyl phosphonato]oxy}ethyl)trimethylazanium; HMDB12092; Sphingomyelin (d18:0/22:1(13Z));; SM(d18:0/22:1(13Z)); N-(13Z-docosenoyl)-sphinganine-1-phosphocholine",53481362,786.661476,C45H91N2O6P,DLCISSOZWVGBGP-KUMHYYHTSA-N,41831
SM(d18:0/22:2(OH)),Sphingolipids,Sphingomyelins,,,,798.6251,C45H87N2O7P,,
SM(d18:0/22:3),Sphingolipids,Sphingomyelins,,,,780.6145,C45H85N2O6P,,
SM(d18:0/24:0),Sphingolipids,Sphingomyelins,N-(tetracosanoyl)-sphinganine-1-phosphocholine,SM(d18:0/24:0); N-(tetracosanoyl)-sphinganine-1-phosphocholine; C24DH Sphingomyelin; SM(d18:0/24:0); N-(tetracosanoyl)-sphinganine-1-phosphocholine; Sphingomyelin (d18:0/24:0); C24DH Sphingomyelin; CHEBI:84495; HMDB12094; LMSP03010024,44260134,816.708426,C47H97N2O6P,SMJLGESYPKPRNU-CRCOQUFZSA-N,30740
SM(d18:0/24:1(OH)),Sphingolipids,Sphingomyelins,,,,828.672,C47H93N2O7P,,
SM(d18:0/24:1),Sphingolipids,Sphingomyelins,N-(15Z-tetracosenoyl)-sphinganine-1-phosphocholine,SM(d18:0/24:1); N-(15Z-tetracosenoyl)-sphinganine-1-phosphocholine; C24:1DH Sphingomyelin; SM(d18:0/24:1(15Z)); N-(15Z-tetracosenoyl)-sphinganine-1-phosphocholine; C24:1DH Sphingomyelin; HMDB12095; LMSP03010023; Sphingomyelin (d18:0/24:1(15Z));,44260133,814.692776,C47H95N2O6P,XZBDYCJQWJNNJB-CFLZVKAOSA-N,30739
SM(d18:0/26:0),Sphingolipids,Sphingomyelins,N-(hexacosanoyl)-sphinganine-1-phosphocholine,SM(d18:0/26:0); N-(hexacosanoyl)-sphinganine-1-phosphocholine; C26DH Sphingomyelin; C26DH Sphingomyelin; CHEBI:85022; LMSP03010026; SM(d18:0/26:0); SM (d18:0/26:0); N-(hexacosanoyl)-sphinganine-1-phosphocholine,44260136,844.739726,C49H101N2O6P,JDLBFYGFHYCXMD-JYHRMSDVSA-N,30742
SM(d18:0/26:1),Sphingolipids,Sphingomyelins,N-(17Z-hexacosenoyl)-sphinganine-1-phosphocholine,SM(d18:0/26:1); N-(17Z-hexacosenoyl)-sphinganine-1-phosphocholine; C26:1DH Sphingomyelin; C26:1DH Sphingomyelin; LMSP03010025; N-(17Z-hexacosenoyl)-sphinganine-1-phosphocholine,44260135,842.724076,C49H99N2O6P,GJNFQXJWAFBKPJ-DMATYJAJSA-N,30741
SM(d18:1/12:0),Sphingolipids,Sphingomyelins,N-(dodecanoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/12:0); N-(dodecanoyl)-sphing-4-enine-1-phosphocholine; N-lauroyl-D-erythro-Sphingosylphosphoryl choline; N-(dodecanoyl)-sphing-4-enine-1-phosphocholine; SM(d18:1/12:0); N-lauroyl-D-erythro-Sphingosylphosphoryl choline; C12 Sphingomyelin;; Dodecanoyl Sp,44260123,646.504976,C35H71N2O6P,HZCLJRFPXMKWHR-FEBLJDHQSA-N,30727
SM(d18:1/14:0),Sphingolipids,Sphingomyelins,N-(tetradecanoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/14:0); N-(tetradecanoyl)-sphing-4-enine-1-phosphocholine; C14 Sphingomyelin; C14 Sphingomyelin; SM(d18:1/14:0); N-(tetradecanoyl)-sphing-4-enine-1-phosphocholine; CHEBI:64486; HMDB12097; LMSP03010028; SM(32:1); N-(myristoyl)sphing-4-enine-1-phosphocholine,11433862,674.536276,C37H75N2O6P,KYICBZWZQPCUMO-PSALXKTOSA-N,30744
SM(d18:1/15:0),Sphingolipids,Sphingomyelins,N-(pentadecanoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/15:0); N-(pentadecanoyl)-sphing-4-enine-1-phosphocholine; SM(d18:1/15:0); N-(pentadecanoyl)-sphing-4-enine-1-phosphocholine; CHEBI:64485; LMSP03010038; SM(33:1),52931139,688.551926,C38H77N2O6P,LQINJRUGTUOHGS-YPDYIYJKSA-N,30753
SM(d18:1/16:0),Sphingolipids,Sphingomyelins,N-(hexadecanoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/16:0); N-(hexadecanoyl)-sphing-4-enine-1-phosphocholine; C16 Sphingomyelin; C16 Sphingomyelin; Hexadecanoyl Sphingomyelin; N-Palmitoylsphingomyelin; UNII-804F5DLI9L; N-(hexadecanoyl)-sphing-4-enine-1-phosphocholine; SM(d18:1/16:0); Palmitoyl Sphingomyeli,9939941,702.567576,C39H79N2O6P,RWKUXQNLWDTSLO-GWQJGLRPSA-N,30728
SM(d18:1/16:1),Sphingolipids,Sphingomyelins,N-(9Z-hexadecenoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/16:1); N-(9Z-hexadecenoyl)-sphing-4-enine-1-phosphocholine; SM(d18:1/16:1); N-(9Z-hexadecenoyl)-sphing-4-enine-1-phosphocholine; CHEBI:64487; LMSP03010041,52931145,700.551926,C39H77N2O6P,OAHFTKWSJGVMTG-MBIABJCFSA-N,30755
SM(d18:1/17:0),Sphingolipids,Sphingomyelins,N-(heptadecanoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/17:0); N-(heptadecanoyl)-sphing-4-enine-1-phosphocholine; N-(heptadecanoyl)-sphing-4-enine-1-phosphocholine; SM(d18:1/17:0); Heptadecanoyl Sphingomyelin; CHEBI:84488; LMSP03010044; 17:0 SM (d18:1/17:0); N-heptadecanoyl-D-erythro-sphingosylphosphorylchol,46891763,716.583226,C40H81N2O6P,YMQZQHIESOAPQH-JXGHDCMNSA-N,30758
SM(d18:1/18:0),Sphingolipids,Sphingomyelins,N-(octadecanoyl)-sphing-4-enine-1-phosphocholine,"SM(d18:1/18:0); N-(octadecanoyl)-sphing-4-enine-1-phosphocholine; C18 Sphingomyelin; 2,3-Sppc; C18 Sphingomyelin; CHEBI:83358; N-(octadecanoyl)-sphing-4-enine-1-phosphocholine; SM(d18:1/18:0); Octadecanoyl Sphingomyelin; 2,3-(N-Steroylsphingosyl)-1-phosphocholine",6453725,730.598876,C41H83N2O6P,LKQLRGMMMAHREN-YJFXYUILSA-N,30726
SM(d18:1/18:1),Sphingolipids,Sphingomyelins,N-(9Z-octadecenoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/18:1); N-(9Z-octadecenoyl)-sphing-4-enine-1-phosphocholine; C18:1 Sphingomyelin; C18:1 Sphingomyelin; N-(9Z-octadecenoyl)-sphing-4-enine-1-phosphocholine; SM(d18:1/18:1(9Z)); N-Oleoyl-sphingomyelin; Oleoyl Sphingomyelin; N-Oleoylsphingomyelin; AC1O5ZUQ; S,6443882,728.583226,C41H81N2O6P,NBEADXWAAWCCDG-QDDWGVBQSA-N,30745
SM(d18:1/18:3),Sphingolipids,Sphingomyelins,,,,724.551926,C41H77N2O6P,,
SM(d18:1/18:4),Sphingolipids,Sphingomyelins,,,,722.536276,C41H75N2O6P,,
SM(d18:1/19:0),Sphingolipids,Sphingomyelins,N-(nonadecanoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/19:0); N-(nonadecanoyl)-sphing-4-enine-1-phosphocholine; SM(d18:1/19:0); N-(nonadecanoyl)-sphing-4-enine-1-phosphocholine; CHEBI:84485; LMSP03010055,52931171,744.614526,C42H85N2O6P,HAFQHLHNPJDAGB-MAJDXUCPSA-N,30769
SM(d18:1/20:0),Sphingolipids,Sphingomyelins,N-(eicosanoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/20:0); N-(eicosanoyl)-sphing-4-enine-1-phosphocholine; C20 Sphingomyelin; C20 Sphingomyelin; SM(d18:1/20:0); CHEBI:83359; N-(eicosanoyl)-sphing-4-enine-1-phosphocholine; C20 Sphingomyelin;; CHEMBL14464; HMDB12102; Sphingomyelin (d18:1/20:0); LMSP03010005; N,44260124,758.630176,C43H87N2O6P,AADLTHQNYQJHQV-SVLGDMRNSA-N,30730
SM(d18:1/20:1),Sphingolipids,Sphingomyelins,N-(11Z-eicosenoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/20:1); N-(11Z-eicosenoyl)-sphing-4-enine-1-phosphocholine; LMSP03010059; SM(d18:1/20:1); N-(11Z-eicosenoyl)-sphing-4-enine-1-phosphocholine,52931179,756.614526,C43H85N2O6P,MDRFMTLYKHBJTF-NQYLGBTJSA-N,30773
SM(d18:1/20:2),Sphingolipids,Sphingomyelins,,,,754.598876,C43H83N2O6P,,
SM(d18:1/20:4),Sphingolipids,Sphingomyelins,,,,750.567576,C43H79N2O6P,,
SM(d18:1/21:0),Sphingolipids,Sphingomyelins,N-(heneicosanoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/21:0); N-(heneicosanoyl)-sphing-4-enine-1-phosphocholine; SM(d18:1/21:0); CHEBI:84484; LMSP03010067; N-(heneicosanoyl)-sphing-4-enine-1-phosphocholine,52931193,772.645826,C44H89N2O6P,YXSZOBWVQJIWNE-QVDCKBILSA-N,30780
SM(d18:1/22:0),Sphingolipids,Sphingomyelins,N-(docosanoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/22:0); N-(docosanoyl)-sphing-4-enine-1-phosphocholine; C22 Sphingomyelin; C22 Sphingomyelin; SM(d18:1/22:0); N-(docosanoyl)-sphing-4-enine-1-phosphocholine; C22 Sphingomyelin;; CHEBI:74532; HMDB12103; LMSP03010006; N-(docosanoyl)-sphingosine-1-phosphochol,44260125,786.661476,C45H91N2O6P,FJJANLYCZUNFSE-TWKUQIQBSA-N,30731
SM(d18:1/22:1),Sphingolipids,Sphingomyelins,N-(13Z-docosenoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/22:1); N-(13Z-docosenoyl)-sphing-4-enine-1-phosphocholine; SPH(d18:1/22:1(13Z)); SM(d18:1/22:1(13Z)); N-(13Z-docosenoyl)-sphing-4-enine-1-phosphocholine; C22:1 Sphingomyelin; CHEBI:74533; HMDB12104; LMSP03010072; SM(d18:1/22:1); Sphingomyelin (d18:1/11:1(,52931203,784.645826,C45H89N2O6P,VBFKEZGCUWHGSK-ADSSWVSQSA-N,30785
SM(d18:1/22:3),Sphingolipids,Sphingomyelins,,,,780.614526,C45H85N2O6P,,
SM(d18:1/23:0),Sphingolipids,Sphingomyelins,N-(tricosanoyl)-sphing-4-enine-1-phosphocholine,"SM(d18:1/23:0); N-(tricosanoyl)-sphing-4-enine-1-phosphocholine; Milk SM; N-(tricosanoyl)-sphing-4-enine-1-phosphocholine; SM(d18:1/23:0); Sphingomyelin (Milk, Bovine); milk sphingomyelin; sphingomyelin-milk; C23 Sphingomyelin; C23 Sphingomyelin;; CHEBI:83880; HMDB",46891684,800.677126,C46H93N2O6P,SXZWBNWTCVLZJN-NMIJJABPSA-N,30791
SM(d18:1/23:1),Sphingolipids,Sphingomyelins,,,,798.661476,C46H91N2O6P,,
SM(d18:1/24:0),Sphingolipids,Sphingomyelins,N-(tetracosanoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/24:0); N-(tetracosanoyl)-sphing-4-enine-1-phosphocholine; C24 Sphingomyelin; C24 Sphingomyelin; SM(d18:1/24:0); N-(tetracosanoyl)-sphing-4-enine-1-phosphocholine; Sphingomyelin (d18:1/24:0); SPH(d18:1/24:0); CHEBI:83360; LMSP03010008; N-tetracosanoylsphin,44260127,814.692776,C47H95N2O6P,QEDPUVGSSDPBMD-XTAIVQBESA-N,30733
SM(d18:1/24:1),Sphingolipids,Sphingomyelins,N-(15Z-tetracosenoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/24:1); N-(15Z-tetracosenoyl)-sphing-4-enine-1-phosphocholine; C24:1 Sphingomyelin; C24:1 Sphingomyelin; SM(d18:1/24:1(15Z)); N-(15Z-tetracosenoyl)-sphing-4-enine-1-phosphocholine; CHEBI:74535; HMDB12107; LMSP03010007,44260126,812.677126,C47H93N2O6P,WKZHECFHXLTOLJ-QYKFWSDSSA-N,30732
SM(d18:1/24:1)),Sphingolipids,Sphingomyelins,,,,812.677126,C47H93N2O6P,,
SM(d18:1/25:0),Sphingolipids,Sphingomyelins,N-(pentacosanoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/25:0); N-(pentacosanoyl)-sphing-4-enine-1-phosphocholine; C25-Sphingomyelin; C25-Sphingomyelin; LMSP03010027; SM(d18:1/25:0); N-(pentacosanoyl)-sphing-4-enine-1-phosphocholine,44260137,828.708426,C48H97N2O6P,JONXXLXMISNQNG-BXMSAMRLSA-N,30743
SM(d18:1/26:0),Sphingolipids,Sphingomyelins,N-(hexacosanoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/26:0); N-(hexacosanoyl)-sphing-4-enine-1-phosphocholine; C26 Sphingomyelin; C26 Sphingomyelin; SM(d18:1/26:0); N-(hexacosanoyl)-sphing-4-enine-1-phosphocholine; Sphingomyelin (d18:1/26:0); CHEBI:83361; LMSP03010010; N-cerotoylsphingosine-1-phosphocholine,44260129,842.724076,C49H99N2O6P,VRAWSAPVSSLIRI-MVUJCARGSA-N,30735
SM(d18:1/26:1),Sphingolipids,Sphingomyelins,N-(17Z-hexacosenoyl)-sphing-4-enine-1-phosphocholine,SM(d18:1/26:1); N-(17Z-hexacosenoyl)-sphing-4-enine-1-phosphocholine; C26:1 Sphingomyelin; C26:1 Sphingomyelin; SM(d18:1/26:1(17Z)); N-(17Z-hexacosenoyl)-sphing-4-enine-1-phosphocholine; C26:1 Sphingomyelin;; CHEBI:84476; HMDB13461; LMSP03010009,44260128,840.708426,C49H97N2O6P,YXEXWUZHFGYOHJ-UOJCCMJYSA-N,30734
SM(d18:2/14:0),Sphingolipids,Sphingomyelins,"N-(tetradecanoyl)-4E,14Z-sphingadienine-1-phosphocholine","SM(d18:2/14:0); N-(tetradecanoyl)-4E,14Z-sphingadienine-1-phosphocholine; LMSP03010034; SM(d18:2/14:0); N-(tetradecanoyl)-4E,14Z-sphingadienine-1-phosphocholine",52931131,672.520626,C37H73N2O6P,PEJGMBUENJSLLH-RHAKMSQVSA-N,30749
SM(d18:2/15:0),Sphingolipids,Sphingomyelins,"N-(heptadecanoyl)-4E,14Z-sphingadienine-1-phosphocholine","SM(d18:2/15:0); N-(heptadecanoyl)-4E,14Z-sphingadienine-1-phosphocholine; LMSP03010036; SM(d18:2/15:0); N-(heptadecanoyl)-4E,14Z-sphingadienine-1-phosphocholine",52931135,686.536276,C38H75N2O6P,YHBBZTIPONDTRX-TVUHHANTSA-N,30751
SM(d18:2/16:0),Sphingolipids,Sphingomyelins,"N-(hexadecanoyl)-4E,14Z-sphingadienine-1-phosphocholine","SM(d18:2/16:0); N-(hexadecanoyl)-4E,14Z-sphingadienine-1-phosphocholine; LMSP03010090; SM(d18:2/16:0); N-(hexadecanoyl)-4E,14Z-sphingadienine-1-phosphocholine",52931235,700.551926,C39H77N2O6P,YLWSJLLZUHSIEA-CKSUKHGVSA-N,30803
SM(d18:2/18:0),Sphingolipids,Sphingomyelins,"N-(octadecanoyl)-4E,14Z-sphingadienine-1-phosphocholine","SM(d18:2/18:0); N-(octadecanoyl)-4E,14Z-sphingadienine-1-phosphocholine; LMSP03010050; SM(d18:2/18:0); N-(octadecanoyl)-4E,14Z-sphingadienine-1-phosphocholine",52931161,728.583226,C41H81N2O6P,NELGJAUZKNHZLS-NUIAMLAYSA-N,30764
SM(d18:2/18:1),Sphingolipids,Sphingomyelins,"N-(9Z-octadecenoyl)-4E,14Z-sphingadienine-1-phosphocholine","SM(d18:2/18:1); N-(9Z-octadecenoyl)-4E,14Z-sphingadienine-1-phosphocholine; LMSP03010047; SM(d18:2/18:1); N-(9Z-octadecenoyl)-4E,14Z-sphingadienine-1-phosphocholine",52931155,726.567576,C41H79N2O6P,YMTVMVYOUDDTQJ-UOMMIRHQSA-N,30761
SM(d18:2/20:0),Sphingolipids,Sphingomyelins,"N-(eicosanoyl)-4E,14Z-sphingadienine-1-phosphocholine","SM(d18:2/20:0); N-(eicosanoyl)-4E,14Z-sphingadienine-1-phosphocholine; LMSP03010060; SM(d18:2/20:0); N-(eicosanoyl)-4E,14Z-sphingadienine-1-phosphocholine",52931181,756.614526,C43H85N2O6P,AVRBPMOVOVMYAM-PQTKZFJVSA-N,30774
SM(d18:2/20:1),Sphingolipids,Sphingomyelins,"N-(11Z-eicosenoyl)-4E,12Z-sphingadienine-1-phosphocholine","SM(d18:2/20:1); N-(11Z-eicosenoyl)-4E,12Z-sphingadienine-1-phosphocholine; LMSP03010057; SM(d18:2/20:1); N-(11Z-eicosenoyl)-4E,12Z-sphingadienine-1-phosphocholine",52931175,754.598876,C43H83N2O6P,FQFXBCWLAYNXID-OZGPODLMSA-N,30771
SM(d18:2/20:4),Sphingolipids,Sphingomyelins,,,,748.551926,C43H77N2O6P,,
SM(d18:2/21:0),Sphingolipids,Sphingomyelins,"N-(heneicosanoyl)-4E,14Z-sphingadienine-1-phosphocholine","SM(d18:2/21:0); N-(heneicosanoyl)-4E,14Z-sphingadienine-1-phosphocholine; LMSP03010064; SM(d18:2/21:0); N-(heneicosanoyl)-4E,14Z-sphingadienine-1-phosphocholine",52931187,770.630176,C44H87N2O6P,SDUGEKJCGFHJRC-IYXZHQORSA-N,30777
SM(d18:2/22:0),Sphingolipids,Sphingomyelins,"N-(docosanoyl)-4E,12Z-sphingadienine-1-phosphocholine","SM(d18:2/22:0); N-(docosanoyl)-4E,12Z-sphingadienine-1-phosphocholine; LMSP03010092; SM(d18:2/22:0); N-(docosanoyl)-4E,12Z-sphingadienine-1-phosphocholine",52931237,784.645826,C45H89N2O6P,APNZBDYCMWLVNM-NWHASJFHSA-N,30805
SM(d18:2/22:1),Sphingolipids,Sphingomyelins,"N-(13Z-docosenoyl)-4E,14Z-sphingadienine-1-phosphocholine","SM(d18:2/22:1); N-(13Z-docosenoyl)-4E,14Z-sphingadienine-1-phosphocholine; LMSP03010070; SM(d18:2/22:1); N-(13Z-docosenoyl)-4E,14Z-sphingadienine-1-phosphocholine",52931199,782.630176,C45H87N2O6P,FMJPKVXVBYILLP-FTRJIJDXSA-N,30783
SM(d18:2/23:0),Sphingolipids,Sphingomyelins,"N-(tricosanoyl)-4E,14Z-sphingadienine-1-phosphocholine","SM(d18:2/23:0); N-(tricosanoyl)-4E,14Z-sphingadienine-1-phosphocholine; LMSP03010075; SM(d18:2/23:0); N-(tricosanoyl)-4E,14Z-sphingadienine-1-phosphocholine",52931209,798.661476,C46H91N2O6P,JBDGKEXQKCCQFK-JWQIMADESA-N,30788
SM(d18:2/24:0),Sphingolipids,Sphingomyelins,"N-(tetracosanoyl)-4E,14Z-sphingadienine-1-phosphocholine","SM(d18:2/24:0); N-(tetracosanoyl)-4E,14Z-sphingadienine-1-phosphocholine; LMSP03010081; SM(d18:2/24:0); N-(tetracosanoyl)-4E,14Z-sphingadienine-1-phosphocholine",52931217,812.677126,C47H93N2O6P,DACOGJMBYLZYDH-GXJPFUDISA-N,30794
SM(d18:2/24:1),Sphingolipids,Sphingomyelins,"N-(15Z-tetracosenoyl)-4E,14Z-sphingadienine-1-phosphocholine","SM(d18:2/24:1); N-(15Z-tetracosenoyl)-4E,14Z-sphingadienine-1-phosphocholine; LMSP03010080; SM(d18:2/24:1); N-(15Z-tetracosenoyl)-4E,14Z-sphingadienine-1-phosphocholine",52931215,810.661476,C47H91N2O6P,TXFLWJQVQCDUDZ-BRUGZULGSA-N,30793
SM(d18:2/25:0),Sphingolipids,Sphingomyelins,"N-(pentacosanoyl)-4E,14Z-sphingadienine-1-phosphocholine","SM(d18:2/25:0); N-(pentacosanoyl)-4E,14Z-sphingadienine-1-phosphocholine; LMSP03010083; SM(d18:2/25:0); N-(pentacosanoyl)-4E,14Z-sphingadienine-1-phosphocholine",52931221,826.692776,C48H95N2O6P,PBROMOQAZGFDHQ-GPQOMLTASA-N,30796
SM(d18:2/26:0),Sphingolipids,Sphingomyelins,,,,840.708426,C49H97N2O6P,,
SM(d19:0/17:0),Sphingolipids,Sphingomyelins,N-(heptadecanoyl)-nonadecasphinganine-1-phosphocholine,SM(d19:0/17:0); N-(heptadecanoyl)-nonadecasphinganine-1-phosphocholine; LMSP03010054; SM(d19:0/17:0); N-(heptadecanoyl)-nonadecasphinganine-1-phosphocholine,52931169,732.614526,C41H85N2O6P,MFSIVYFLTVWNCY-IOLBBIBUSA-N,30768
SM(d19:0/24:1),Sphingolipids,Sphingomyelins,N-(15Z-tetracosenoyl)-nonadecasphinganine-1-phosphocholine,SM(d19:0/24:1); N-(15Z-tetracosenoyl)-nonadecasphinganine-1-phosphocholine; LMSP03010085; SM(d19:0/24:1); N-(15Z-tetracosenoyl)-nonadecasphinganine-1-phosphocholine,52931225,828.708426,C48H97N2O6P,LXMARZYBSFYVSY-KUQVZNNZSA-N,30798
