reaction_id,reaction_abbreviation,reaction_name,reaction_reversible,reaction_formula,reaction_formula_w/name,Conifdence score
7034,FAOXC185m,isomerization(C18:5)m,0,3octpencoa[m]  => 2octpencoa[m] ,"3,6,9,12,15-octadecapentenoylcoa = > 2,6,9,12,15-octadecapentenoylcoa",4
7035,FAOXC18C18OHm,fatty acid beta oxidation(C18-->C18OH)m,0,h2o[m] + fad[m] + stcoa[m]  => fadh2[m] + 3hodcoa[m] ,Water+Flavin adenine dinucleotide oxidized+Stearoyl-CoA (n-C18:0CoA) = > Flavin adenine dinucleotide reduced+(S)-3-Hydroxyoctadecanoyl-CoA,4
7036,FAOXC201C181x,fatty acid beta xoidation(C20:1-->C18:1)x,0,nad[x] + coa[x] + o2[x] + h2o[x] + ei11ecoa[x]  => h[x] + nadh[x] + accoa[x] + h2o2[x] + ocde9ecoa[x] ,Nicotinamide adenine dinucleotide+Coenzyme A+O2+Water+11-eicosenoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Hydrogen peroxide+9-octadecenoylcoa,4
7037,FAOXC204C184m,fatty acid beta oxidation(C20:4-->C18:4)m,0,h2o[m] + coa[m] + nad[m] + fad[m] + eitetcoa[m]  => h[m] + nadh[m] + accoa[m] + fadh2[m] + 3octdectecoa[m] ,"Water+Coenzyme A+Nicotinamide adenine dinucleotide+Flavin adenine dinucleotide oxidized+5,8,11,14-eicosatetraenoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Flavin adenine dinucleotide reduced+3,6,9,12-octadecatetraenoylcoa",4
7038,FAOXC204C205x,fatty acid beta oxidation(C20:4-->C20:5)x,0,o2[x] + eitetcoa[x]  => h2o2[x] + eipencoa[x] ,"O2+5,8,11,14-eicosatetraenoylcoa = > Hydrogen peroxide+2,5,8,11,14-eicosapentaenoylcoa",4
7039,FAOXC205C184x,fatty acid beta oxidation(C20:5-->C18:4)x,0,nad[x] + coa[x] + h2o[x] + eipencoa[x]  => h[x] + nadh[x] + accoa[x] + 3octdectecoa[x] ,"Nicotinamide adenine dinucleotide+Coenzyme A+Water+2,5,8,11,14-eicosapentaenoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+3,6,9,12-octadecatetraenoylcoa",4
7040,FAOXC205C185m,fatty acid beta oxidation(C20:5-->C18:5)m,0,h2o[m] + coa[m] + nad[m] + fad[m] + 5eipencoa[m]  => h[m] + nadh[m] + accoa[m] + fadh2[m] + 3octpencoa[m] ,"Water+Coenzyme A+Nicotinamide adenine dinucleotide+Flavin adenine dinucleotide oxidized+5,8,11,14,17-eicosapentenoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Flavin adenine dinucleotide reduced+3,6,9,12,15-octadecapentenoylcoa",4
7041,FAOXC221C201x,fatty acid beta oxidation(C22:1-->C20:1)x,0,nad[x] + coa[x] + o2[x] + h2o[x] + doco13ecoa[x]  => h[x] + nadh[x] + accoa[x] + h2o2[x] + ei11ecoa[x] ,Nicotinamide adenine dinucleotide+Coenzyme A+O2+Water+13-docosenoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Hydrogen peroxide+11-eicosenoylcoa,4
7042,FAOXC225C204m,fatty acid beta oxidation(C22:5-->C20:4)m,0,h2o[m] + coa[m] + nad[m] + 2docopencoa[m]  => h[m] + nadh[m] + accoa[m] + eitetcoa[m] ,"Water+Coenzyme A+Nicotinamide adenine dinucleotide+2,7,10,13,16-docosapentenoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+5,8,11,14-eicosatetraenoylcoa",4
7043,FAOXC225C204x,fatty acid beta oxidation(C22:5-->C20:4)x,0,nad[x] + coa[x] + h2o[x] + 2docopencoa[x]  => h[x] + nadh[x] + accoa[x] + eitetcoa[x] ,"Nicotinamide adenine dinucleotide+Coenzyme A+Water+2,7,10,13,16-docosapentenoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+5,8,11,14-eicosatetraenoylcoa",4
7044,FAOXC225C226m,fatty acid beta oxidation(C22:5-->C22:6)m,0,fad[m] + dcsptn1coa[m]  => fadh2[m] + docohexcoa[m] ,"Flavin adenine dinucleotide oxidized+docosa-4,7,10,13,16-pentaenoyl coenzyme A = > Flavin adenine dinucleotide reduced+2,4,7,10,13,16-docosahexenoylcoa",4
7045,FAOXC225C226x,fatty acid beta oxidation(C22:5-->C22:6)x,0,o2[x] + dcsptn1coa[x]  => h2o2[x] + docohexcoa[x] ,"O2+docosa-4,7,10,13,16-pentaenoyl coenzyme A = > Hydrogen peroxide+2,4,7,10,13,16-docosahexenoylcoa",4
7046,FAOXC225m,isomerization(C22:5)m,0,3docopencoa[m]  => 2docopencoa[m] ,"3,7,10,13,16-docosapentenoylcoa = > 2,7,10,13,16-docosapentenoylcoa",4
7047,FAOXC225x,isomerization(C22:5)x,0,3docopencoa[x]  => 2docopencoa[x] ,"3,7,10,13,16-docosapentenoylcoa = > 2,7,10,13,16-docosapentenoylcoa",4
7048,FAOXC226C205m,fatty acid beta oxidation(C22:6-->C20:5)m,0,h2o[m] + coa[m] + nad[m] + 2docohexecoa[m]  => h[m] + nadh[m] + accoa[m] + 5eipencoa[m] ,"Water+Coenzyme A+Nicotinamide adenine dinucleotide+2,7,10,13,16,19-docosahexenoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+5,8,11,14,17-eicosapentenoylcoa",4
7049,FAOXC226C225m,fatty acid beta oxidation(C22:6-->C22:5)m,0,h[m] + nadph[m] + docohexcoa[m]  => nadp[m] + 3docopencoa[m] ,"proton+Nicotinamide adenine dinucleotide phosphate - reduced+2,4,7,10,13,16-docosahexenoylcoa = > Nicotinamide adenine dinucleotide phosphate+3,7,10,13,16-docosapentenoylcoa",4
7050,FAOXC226C225x,fatty acid beta oxidation(C22:6-->C22:5)x,0,h[x] + nadph[x] + docohexcoa[x]  => nadp[x] + 3docopencoa[x] ,"proton+Nicotinamide adenine dinucleotide phosphate - reduced+2,4,7,10,13,16-docosahexenoylcoa = > Nicotinamide adenine dinucleotide phosphate+3,7,10,13,16-docosapentenoylcoa",4
7051,FAOXC226C227m,fatty acid beta oxidation(C22:6-->C22:7)m,0,fad[m] + c226coa[m]  => fadh2[m] + docohepcoa[m] ,"Flavin adenine dinucleotide oxidized+cervonyl coenzyme A = > Flavin adenine dinucleotide reduced+2,4,7,10,13,16,19-docosaheptenoylcoa",4
7052,FAOXC226m,isomerization(C22:6)m,0,docosahexcoa[m]  => 2docohexecoa[m] ,"3,7,10,13,16,19-docosahexenoylcoa = > 2,7,10,13,16,19-docosahexenoylcoa",4
7053,FAOXC227C226m,fatty acid beta oxidation(C22:7-->C22:6)m,0,h[m] + nadph[m] + docohepcoa[m]  => nadp[m] + docosahexcoa[m] ,"proton+Nicotinamide adenine dinucleotide phosphate - reduced+2,4,7,10,13,16,19-docosaheptenoylcoa = > Nicotinamide adenine dinucleotide phosphate+3,7,10,13,16,19-docosahexenoylcoa",4
7054,FAOXC22C20x,fatty acid beta oxidation(C22-->C20)x,0,nad[x] + coa[x] + o2[x] + h2o[x] + docoscoa[x]  => h[x] + nadh[x] + accoa[x] + h2o2[x] + arachcoa[x] ,Nicotinamide adenine dinucleotide+Coenzyme A+O2+Water+docosanoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Hydrogen peroxide+arachidyl coenzyme A,4
7055,FAOXC22C22DCHYr,fatty acid omega oxidation by hydroxylases(C22-->C22DC)er,0,3 o2[r] + 2 h[r] + 3 nadph[r] + docosac[r]  => 4 h2o[r] + 3 nadp[r] + docosdiac[r] ,3O2+2proton+3Nicotinamide adenine dinucleotide phosphate - reduced+Behenic acid = > 4Water+3Nicotinamide adenine dinucleotide phosphate+docosanedioicacid,4
7056,FAOXC22OHC22r,fatty acid omega oxidation(C22-->w-OHC22)er,0,o2[r] + nadph[r] + docosac[r]  => h2o[r] + nadp[r] + omhdocosac[r] ,O2+Nicotinamide adenine dinucleotide phosphate - reduced+Behenic acid = > Water+Nicotinamide adenine dinucleotide phosphate+w-hydroxydocosanoicacid,4
7057,FAOXC241C221x,fatty acid beta oxidation(C24:1-->C22:1)x,0,nad[x] + coa[x] + o2[x] + h2o[x] + nrvnccoa[x]  => h[x] + nadh[x] + accoa[x] + h2o2[x] + doco13ecoa[x] ,Nicotinamide adenine dinucleotide+Coenzyme A+O2+Water+nervonyl coenzyme A = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Hydrogen peroxide+13-docosenoylcoa,4
7058,FAOXC24C22x,Fatty acid beta oxidation(C24-->C22)x,0,nad[x] + coa[x] + o2[x] + h2o[x] + lgnccoa[x]  => h[x] + nadh[x] + accoa[x] + h2o2[x] + docoscoa[x] ,Nicotinamide adenine dinucleotide+Coenzyme A+O2+Water+lignocericyl coenzyme A = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Hydrogen peroxide+docosanoylcoa,4
7059,FAOXC3DC,malonylcoa-->malonylcarnitine,1,malcoa[c] + crn[c]  <=> coa[c] + c3dc[c] ,Malonyl-CoA+L-Carnitine <  = > Coenzyme A+malonyl carnitine,4
7060,FAOXC4C2m,fatty acid beta oxidation(C4-->C2)m,0,h2o[m] + coa[m] + nad[m] + fad[m] + btcoa[m]  => h[m] + nadh[m] + 2 accoa[m] + fadh2[m] ,Water+Coenzyme A+Nicotinamide adenine dinucleotide+Flavin adenine dinucleotide oxidized+Butanoyl-CoA = > proton+Nicotinamide adenine dinucleotide - reduced+2Acetyl-CoA+Flavin adenine dinucleotide reduced,4
7061,FAOXC4C4DCc,succ-->C4DCc,1,crn[c] + succoa[c]  <=> coa[c] + c4dc[c] ,L-Carnitine+Succinyl-CoA <  = > Coenzyme A+succinyl carnitine,4
7062,FAOXC5C3x,fatty acid beta oxidation(C5-->C3)m,0,h2o[m] + coa[m] + nad[m] + fad[m] + pentcoa[m]  => h[m] + nadh[m] + accoa[m] + ppcoa[m] + fadh2[m] ,Water+Coenzyme A+Nicotinamide adenine dinucleotide+Flavin adenine dinucleotide oxidized+pentanoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Propanoyl-CoA+Flavin adenine dinucleotide reduced,4
7063,FAOXC5C5DCc,production of glutaryl carnitine,1,h[c] + crn[c] + glutcoa[c]  <=> coa[c] + c5dc[c] ,proton+L-Carnitine+glutaryl-CoA(5-) <  = > Coenzyme A+glutaryl carnitine,4
7064,FAOXC5C5OHm,fatty acid beta oxidation(C5-->C5OH)m,0,h2o[m] + 3mb2coa[m]  => 3ivcoa[m] ,Water+3-methylbut-2-enoyl-CoA(4-) = > 3-hydroxyisovalerylcoa,4
7065,FAOXC5OHc,(3-hydroxyisovalerylcoa-->3-hydroxyisovalerylcarnitine)c,1,crn[c] + 3ivcoa[c]  <=> coa[c] + 3ivcrn[c] ,L-Carnitine+3-hydroxyisovalerylcoa <  = > Coenzyme A+3-hydroxy-isovaleryl carnitine,4
7066,FAOXC61C4m,fatty acid beta oxidation(C6:1-->C4:0)m,0,h2o[m] + coa[m] + nad[m] + hx2coa[m]  => h[m] + nadh[m] + accoa[m] + btcoa[m] ,Water+Coenzyme A+Nicotinamide adenine dinucleotide+trans-Hex-2-enoyl-CoA = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Butanoyl-CoA,4
7067,FAOXC61C4x,fatty acid beta oxidation(C6:1-->C4:0)x,0,nad[x] + coa[x] + h2o[x] + hx2coa[x]  => h[x] + nadh[x] + accoa[x] + btcoa[x] ,Nicotinamide adenine dinucleotide+Coenzyme A+Water+trans-Hex-2-enoyl-CoA = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Butanoyl-CoA,4
7068,FAOXC61m,isomerization(C6:1)m,0,hexe3coa[m]  => hx2coa[m] ,3-hexenoylcoa = > trans-Hex-2-enoyl-CoA,4
7069,FAOXC61x,isomerization(C6:1)x,0,hexe3coa[x]  => hx2coa[x] ,3-hexenoylcoa = > trans-Hex-2-enoyl-CoA,4
7070,FAOXC6C4m,fatty acid beta oxidation(C6-->C4)m,0,h2o[m] + coa[m] + nad[m] + fad[m] + hxcoa[m]  => h[m] + nadh[m] + accoa[m] + fadh2[m] + btcoa[m] ,Water+Coenzyme A+Nicotinamide adenine dinucleotide+Flavin adenine dinucleotide oxidized+Hexanoyl-CoA (n-C6:0CoA) = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Flavin adenine dinucleotide reduced+Butanoyl-CoA,4
7071,FAOXC6C4x,fatty acid beta oxidation(C6-->C4)x,0,nad[x] + coa[x] + o2[x] + h2o[x] + hxcoa[x]  => h[x] + nadh[x] + accoa[x] + h2o2[x] + btcoa[x] ,Nicotinamide adenine dinucleotide+Coenzyme A+O2+Water+Hexanoyl-CoA (n-C6:0CoA) = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Hydrogen peroxide+Butanoyl-CoA,4
7072,FAOXC6DCC4DCx,fatty acid beta oxidation(C6DC-->C4DC)x,0,nad[x] + coa[x] + o2[x] + h2o[x] + adpcoa[x]  => h[x] + nadh[x] + accoa[x] + h2o2[x] + succoa[x] ,Nicotinamide adenine dinucleotide+Coenzyme A+O2+Water+adipoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Hydrogen peroxide+Succinyl-CoA,4
7073,FAOXC7C5m,fatty acid beta oxidation(C7-->C5)m,0,h2o[m] + coa[m] + nad[m] + fad[m] + hepcoa[m]  => h[m] + nadh[m] + accoa[m] + fadh2[m] + pentcoa[m] ,Water+Coenzyme A+Nicotinamide adenine dinucleotide+Flavin adenine dinucleotide oxidized+heptanoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Flavin adenine dinucleotide reduced+pentanoylcoa,4
7074,FAOXC81C61m,fatty acid beta oxidation(C8:1-->C6:1)m,0,h2o[m] + coa[m] + nad[m] + fad[m] + octe5coa[m]  => h[m] + nadh[m] + accoa[m] + fadh2[m] + hexe3coa[m] ,Water+Coenzyme A+Nicotinamide adenine dinucleotide+Flavin adenine dinucleotide oxidized+5-octenoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Flavin adenine dinucleotide reduced+3-hexenoylcoa,4
7075,FAOXC81C61x,fatty acid beta oxidation(C8:1-->C6:1)x,0,nad[x] + coa[x] + o2[x] + h2o[x] + octe5coa[x]  => h[x] + nadh[x] + accoa[x] + h2o2[x] + hexe3coa[x] ,Nicotinamide adenine dinucleotide+Coenzyme A+O2+Water+5-octenoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Hydrogen peroxide+3-hexenoylcoa,4
7076,FAOXC8C6m,fatty acid beta oxidation(C8-->C6)m,0,h2o[m] + coa[m] + nad[m] + fad[m] + occoa[m]  => h[m] + nadh[m] + accoa[m] + fadh2[m] + hxcoa[m] ,Water+Coenzyme A+Nicotinamide adenine dinucleotide+Flavin adenine dinucleotide oxidized+Octanoyl-CoA (n-C8:0CoA) = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Flavin adenine dinucleotide reduced+Hexanoyl-CoA (n-C6:0CoA),4
7077,FAOXC8C6x,fatty acid beta oxidation(C8-->C6)x,0,nad[x] + coa[x] + occoa[x] + o2[x] + h2o[x]  => h[x] + nadh[x] + accoa[x] + h2o2[x] + hxcoa[x] ,Nicotinamide adenine dinucleotide+Coenzyme A+Octanoyl-CoA (n-C8:0CoA)+O2+Water = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Hydrogen peroxide+Hexanoyl-CoA (n-C6:0CoA),4
7078,FAOXC8DCC6DCx,fatty acid beta oxidation(C8DC-->C6DC)x,0,nad[x] + coa[x] + o2[x] + h2o[x] + sbcoa[x]  => h[x] + nadh[x] + accoa[x] + h2o2[x] + adpcoa[x] ,Nicotinamide adenine dinucleotide+Coenzyme A+O2+Water+suberylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Hydrogen peroxide+adipoylcoa,4
7079,FAOXC9BRC7BRm,fatty acid beta oxidation(C9br-->C7br)m,0,h2o[m] + coa[m] + nad[m] + fad[m] + dmnoncoa[m]  => h[m] + nadh[m] + accoa[m] + fadh2[m] + dmhepcoa[m] ,"Water+Coenzyme A+Nicotinamide adenine dinucleotide+Flavin adenine dinucleotide oxidized+4,8 dimethylnonanoyl-CoA = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Flavin adenine dinucleotide reduced+2,6-dimethyl heptanoylcoa",4
7080,FAOXC9C7m,fatty acid beta oxidation(C9-->C7)m,0,h2o[m] + coa[m] + nad[m] + fad[m] + noncoa[m]  => h[m] + nadh[m] + accoa[m] + fadh2[m] + hepcoa[m] ,Water+Coenzyme A+Nicotinamide adenine dinucleotide+Flavin adenine dinucleotide oxidized+nonanoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Flavin adenine dinucleotide reduced+heptanoylcoa,4
7081,FAOXMC10OHMC10r,fatty acid omega oxidation(MC10-->w-OHMC10)er,0,o2[r] + h[r] + nadph[r] + dca[r]  => h2o[r] + nadp[r] + omhdecacid[r] ,O2+proton+Nicotinamide adenine dinucleotide phosphate - reduced+Decanoate (n-C10:0) = > Water+Nicotinamide adenine dinucleotide phosphate+w-hydroxydecanoicacid,4
7082,FAOXOHC16C16DCc,fatty acid omega oxidation(w-OHC16-->C16DC)c,0,h2o[c] + 2 nad[c] + omhpal[c]  => 2 h[c] + 2 nadh[c] + hexdiac[c] ,Water+2Nicotinamide adenine dinucleotide+w-hydroxypalmiticacid = > 2proton+2Nicotinamide adenine dinucleotide - reduced+hexadecanediocacid,3
7083,FAOXOHC22C22DCc,fatty acid omega oxidation(w-OHC22-->C22DC)c,0,h2o[c] + 2 nad[c] + omhdocosac[c]  => 2 h[c] + 2 nadh[c] + docosdiac[c] ,Water+2Nicotinamide adenine dinucleotide+w-hydroxydocosanoicacid = > 2proton+2Nicotinamide adenine dinucleotide - reduced+docosanedioicacid,4
7084,FAOXOHMC10DC10c,fatty acid omega oxidation(w-OHMC10-->DC10)c,0,h2o[c] + 2 nad[c] + omhdecacid[c]  => 3 h[c] + 2 nadh[c] + sebacid[c] ,Water+2Nicotinamide adenine dinucleotide+w-hydroxydecanoicacid = > 3proton+2Nicotinamide adenine dinucleotide - reduced+sebacicacid,4
7085,FAOXTC101TC102m,fatty acid beta oxidation trans(C10:1-->C10:2)m,0,fad[m] + tdec4ecoa[m]  => fadh2[m] + ctdecdcoa[m] ,Flavin adenine dinucleotide oxidized+trans4decenoylcoa = > Flavin adenine dinucleotide reduced+cis2trans4decadienoylcoa,4
7086,FAOXTC102C101m,fatty acid beta oxidation trans(C10:2-->C10:1)m,0,h[m] + nadph[m] + ctdecdcoa[m]  => nadp[m] + dece3coa[m] ,proton+Nicotinamide adenine dinucleotide phosphate - reduced+cis2trans4decadienoylcoa = > Nicotinamide adenine dinucleotide phosphate+3-decenoylcoa,4
7087,FAOXTC122TC101m,fatty acid beta oxidation trans(C12:2-->C10:1)m,0,h2o[m] + coa[m] + nad[m] + tddedi2coa[m]  => h[m] + nadh[m] + accoa[m] + tdec4ecoa[m] ,"Water+Coenzyme A+Nicotinamide adenine dinucleotide+trans2,6dodecadienoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+trans4decenoylcoa",4
7088,FAOXTC122m,isomerization trans(C12:2)m,0,tddedicoa[m]  => tddedi2coa[m] ,"trans3,6dodecadienoylcoa = > trans2,6dodecadienoylcoa",4
7089,FAOXTC142TC122m,fatty acid beta oxidation trans(C14:2-->C12:2)m,0,h2o[m] + coa[m] + nad[m] + fad[m] + ttetddcoa[m]  => h[m] + nadh[m] + accoa[m] + fadh2[m] + tddedicoa[m] ,"Water+Coenzyme A+Nicotinamide adenine dinucleotide+Flavin adenine dinucleotide oxidized+trans5,8tetradecadienoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Flavin adenine dinucleotide reduced+trans3,6dodecadienoylcoa",4
7090,FAOXTC162TC142m,fatty acid beta oxidation trans(C16:2-->C14:2)m,0,h2o[m] + coa[m] + nad[m] + fad[m] + thexddcoa[m]  => h[m] + nadh[m] + accoa[m] + fadh2[m] + ttetddcoa[m] ,"Water+Coenzyme A+Nicotinamide adenine dinucleotide+Flavin adenine dinucleotide oxidized+trans7,10-hexadecadienoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Flavin adenine dinucleotide reduced+trans5,8tetradecadienoylcoa",4
7091,FAOXTC182TC162m,fatty acid beta oxidation trans(C18:2-->C16:2)m,0,h2o[m] + coa[m] + nad[m] + fad[m] + lneldccoa[m]  => h[m] + nadh[m] + accoa[m] + fadh2[m] + thexddcoa[m] ,"Water+Coenzyme A+Nicotinamide adenine dinucleotide+Flavin adenine dinucleotide oxidized+linoelaidyl coenzyme A = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+Flavin adenine dinucleotide reduced+trans7,10-hexadecadienoylcoa",4
7092,FOAXC122C101x,fatty acid beta oxidation(C12:2-->C10:1)x,0,nad[x] + coa[x] + h2o[x] + 2ddecdicoa[x]  => h[x] + nadh[x] + accoa[x] + dece4coa[x] ,"Nicotinamide adenine dinucleotide+Coenzyme A+Water+2,6-dodecadienoylcoa = > proton+Nicotinamide adenine dinucleotide - reduced+Acetyl-CoA+4-decenoylcoa",4
7093,GLUTCOAACBP,transport of glutaryl-CoA(5-) from mitochondria into cytosol,1,glutcoa[m]  <=> glutcoa[c] ,glutaryl-CoA(5-) <  = > glutaryl-CoA(5-),3
7094,HDCACBP,transport of (S)-3-Hydroxydecanoyl-CoA from mitochondria into the cytosol,1,3hdcoa[m]  <=> 3hdcoa[c] ,(S)-3-Hydroxydecanoyl-CoA <  = > (S)-3-Hydroxydecanoyl-CoA,3
7095,HDDACBP,transport of (S)-3-Hydroxydodecanoyl-CoA from mitochondria into the cytosol,1,3hddcoa[m]  <=> 3hddcoa[c] ,(S)-3-Hydroxydodecanoyl-CoA <  = > (S)-3-Hydroxydodecanoyl-CoA,3
7096,HDECAACBP,transport of 3-hydroxyhexadecanoylcoa from mitochondria into the cytosol,1,3hexdcoa[m]  <=> 3hexdcoa[c] ,3-hydroxyhexadecanoylcoa <  = > 3-hydroxyhexadecanoylcoa,3
7097,HDECEACBP,transport of 3-hydroxyhexadecenoylcoa from mitochondria into the cytosol,1,3hdeccoa[m]  <=> 3hdeccoa[c] ,3-hydroxyhexadecenoylcoa <  = > 3-hydroxyhexadecenoylcoa,3
7098,HEDCECRNe,transport of 3-hydroxyhexadecenoyl carnitine into extra cellular space,0,3hdececrn[c]  => 3hdececrn[e] ,3-hydroxyhexadecenoylcarnitine = > 3-hydroxyhexadecenoylcarnitine,2
7099,HEXCOAACBP,transport of Hexanoyl-CoA (n-C6:0CoA) from mitochondria into cytosol,0,hxcoa[m]  => hxcoa[c] ,Hexanoyl-CoA (n-C6:0CoA) = > Hexanoyl-CoA (n-C6:0CoA),3
7100,HEXDCRNe,transport of 3-hydroxyhexadecanoyl carnitine into extra cellular space,0,3hexdcrn[c]  => 3hexdcrn[e] ,3-hydroxyhexadecanoylcarnitine = > 3-hydroxyhexadecanoylcarnitine,2
7101,HEXDIACTD,transport of hexadecanedioc acid by diffusion,1,hexdiac[c]  <=> hexdiac[r] ,hexadecanediocacid <  = > hexadecanediocacid,2
7102,HEXDICOAACBP,transport of hexadecanedioyl coa,1,hexdicoa[r]  <=> hexdicoa[c] ,hexadecanedioylcoa <  = > hexadecanedioylcoa,2
7103,HEXDICOAACBPx,transport of hexadecanedioyl coa,0,hexdicoa[r]  => hexdicoa[x] ,hexadecanedioylcoa = > hexadecanedioylcoa,2
7104,HIVCACBP,transport of 3-hydroxyisovalerylcoa from mitochondria into the cytosol,1,3ivcoa[m]  <=> 3ivcoa[c] ,3-hydroxyisovalerylcoa <  = > 3-hydroxyisovalerylcoa,3
7105,HIVCRNe,transport of 3-hydroxy-isovaleryl carnitine into extra cellular space,0,3ivcrn[c]  => 3ivcrn[e] ,3-hydroxy-isovaleryl carnitine = > 3-hydroxy-isovaleryl carnitine,2
7106,HOCDACBP,transport of (S)-3-Hydroxyoctadecanoyl-CoA from mitochondria into the cytosol,1,3hodcoa[m]  <=> 3hodcoa[c] ,(S)-3-Hydroxyoctadecanoyl-CoA <  = > (S)-3-Hydroxyoctadecanoyl-CoA,3
7107,HOCTDACBP,transport of 3-hydroxyoctadecenoylcoa from mitochondria into the cytosol,1,3octdece1coa[m]  <=> 3octdece1coa[c] ,3-hydroxyoctadecenoylcoa <  = > 3-hydroxyoctadecenoylcoa,3
7108,HOCTDEC2CRNe,transport of 3-hydroxyoctadecadienoyl carnitine into extra cellular space,0,3octdec2crn[c]  => 3octdec2crn[e] ,3-hydroxyoctadecadienoylcarnitine = > 3-hydroxyoctadecadienoylcarnitine,2
7109,HOCTDECCRNe,transport of 3-hydroxyoctadecanoyl carnitine into extra cellular space,0,3octdeccrn[c]  => 3octdeccrn[e] ,3-hydroxyoctadecanoyl carnitine = > 3-hydroxyoctadecanoyl carnitine,2
7110,HTDCACBP,transport of (S)-3-Hydroxytetradecanoyl-CoA from mitochondria into the cytosol,1,3htdcoa[m]  <=> 3htdcoa[c] ,(S)-3-Hydroxytetradecanoyl-CoA <  = > (S)-3-Hydroxytetradecanoyl-CoA,3
7111,HTDCRNe,transport of 3-hydroxy-tetradecanoyl carnitine into extra cellular space,0,3tdcrn[c]  => 3tdcrn[e] ,3-hydroxy-tetradecanoyl carnitine = > 3-hydroxy-tetradecanoyl carnitine,2
7112,IVCOAACBP,transport of Isovaleryl-CoA from mitochondria into cytosol,0,ivcoa[m]  => ivcoa[c] ,Isovaleryl-CoA = > Isovaleryl-CoA,3
7113,IVCRNe,transport of isovaleryl carnitine into the extra cellular space,0,ivcrn[c]  => ivcrn[e] ,isovaleryl carnitine = > isovaleryl carnitine,2
7114,LGNCCOAtcx,transport of lignocericyl coenzyme A from cytosol to peroxisome.,0,h2o[c] + atp[c] + lgnccoa[c]  => adp[c] + h[c] + pi[c] + lgnccoa[x] ,Water+ATP+lignocericyl coenzyme A = > ADP+proton+hydrogenphosphate+lignocericyl coenzyme A,4
7115,NRVNCCOAtxc,transport of nervonylcoa into peroxisomes,0,h2o[c] + atp[c] + nrvnccoa[c]  => adp[c] + h[c] + pi[c] + nrvnccoa[x] ,Water+ATP+nervonyl coenzyme A = > ADP+proton+hydrogenphosphate+nervonyl coenzyme A,4
7116,OCD11COACPT1,transport of 11-octadecenoyl carnitine into the mitochondrial matrix,1,crn[c] + octd11ecoa[c]  <=> coa[c] + ocdececrn[c] ,L-Carnitine+11-octadecenoylcoa <  = > Coenzyme A+11-octadecenoyl carnitine,4
7117,OCD11CRNCACT,transport of 11-octadecenoyl carnitine into the mitochondrial matrix,1,ocdececrn[c]  <=> ocdececrn[m] ,11-octadecenoyl carnitine <  = > 11-octadecenoyl carnitine,4
7118,OCD11CRNCPT2,transport of 11-octadecenoyl carnitine into the mitochondrial matrix,1,coa[m] + ocdececrn[m]  <=> crn[m] + octd11ecoa[m] ,Coenzyme A+11-octadecenoyl carnitine <  = > L-Carnitine+11-octadecenoylcoa,4
7119,OCT11EFATP,uptake of vaccenic acid by cells,0,atp[c] + coa[c] + vacc[e]  => amp[c] + ppi[c] + octd11ecoa[c] ,ATP+Coenzyme A+trans-vaccenate = > AMP+Diphosphate+11-octadecenoylcoa,3
