rid,EHMN,old_rid,Metabolite name,other
3733,[],,"keratan sulfate I biosynthesis, precursor 10",
3734,[],,"keratan sulfate I biosynthesis, precursor 11",
3735,[],,"keratan sulfate I biosynthesis, precursor 12",
3736,[],,"keratan sulfate I biosynthesis, precursor 13",
3737,[],,"keratan sulfate I biosynthesis, precursor 14",
3738,[],,"keratan sulfate I biosynthesis, precursor 15",
3739,[],,"keratan sulfate I biosynthesis, precursor 16",
3740,[],,"keratan sulfate I biosynthesis, precursor 17",
3741,[],,"keratan sulfate I biosynthesis, precursor 18",
3742,[],,"keratan sulfate I biosynthesis, precursor 19",
3743,[],,"keratan sulfate I biosynthesis, precursor 2",
3744,[],,"keratan sulfate I biosynthesis, precursor 20",
3745,[],,"keratan sulfate I biosynthesis, precursor 21",
3746,[],,"keratan sulfate I biosynthesis, precursor 22",
3747,[],,"keratan sulfate I biosynthesis, precursor 23",
3748,[],,"keratan sulfate I biosynthesis, precursor 24",
3749,[],,"keratan sulfate I biosynthesis, precursor 25",
3750,[],,"keratan sulfate I biosynthesis, precursor 26",
3751,[],,"keratan sulfate I biosynthesis, precursor 27",
3752,[],,"keratan sulfate I biosynthesis, precursor 28",
3753,[],,"keratan sulfate I biosynthesis, precursor 29",
3754,[],,"keratan sulfate I biosynthesis, precursor 3",
3755,[],,"keratan sulfate I biosynthesis, precursor 30",
3756,[],,"keratan sulfate I biosynthesis, precursor 31",
3757,[],,"keratan sulfate I biosynthesis, precursor 32",
3758,[],,"keratan sulfate I biosynthesis, precursor 33",
3759,[],,"keratan sulfate I biosynthesis, precursor 34",
3760,[],,"keratan sulfate I biosynthesis, precursor 35",
3761,[],,"keratan sulfate I biosynthesis, precursor 36",
3762,[],,"keratan sulfate I biosynthesis, precursor 4",
3763,[],,"keratan sulfate I biosynthesis, precursor 5",
3764,[],,"keratan sulfate I biosynthesis, precursor 6",
3765,[],,"keratan sulfate I biosynthesis, precursor 7",
3766,[],,"keratan sulfate I biosynthesis, precursor 8",
3767,[],,"keratan sulfate I biosynthesis, precursor 9",
3768,[],,keratan sulfate II (core 2-linked),
3769,[],,keratan sulfate II (core 2-linked),
3770,[],,keratan sulfate II (core 2-linked),
3771,[],,"keratan sulfate II (core 2-linked), degradation product 1",
3772,[],,"keratan sulfate II (core 2-linked), degradation product 2",
3773,[],,"keratan sulfate II (core 2-linked), degradation product 3",
3774,[],,"keratan sulfate II (core 2-linked), degradation product 4",
3775,[],,"keratan sulfate II (core 2-linked), degradation product 5",
3776,[],,"keratan sulfate II (core 2-linked), degradation product 6",
3777,[],,"keratan sulfate II (core 2-linked), degradation product 7",
3778,[],,"keratan sulfate II (core 2-linked), degradation product 8",
3779,[],,"keratan sulfate II (core 2-linked), degradation product 9",
3780,[],,"keratan sulfate II biosynthesis, precursor 1",
3781,[],,"keratan sulfate II biosynthesis, precursor 10",
3782,[],,"keratan sulfate II biosynthesis, precursor 2",
3783,[],,"keratan sulfate II biosynthesis, precursor 3",
3784,[],,"keratan sulfate II biosynthesis, precursor 4",
3785,[],,"keratan sulfate II biosynthesis, precursor 5",
3786,[],,"keratan sulfate II biosynthesis, precursor 6",
3787,[],,"keratan sulfate II biosynthesis, precursor 7",
3788,[],,"keratan sulfate II biosynthesis, precursor 8",
3789,[],,"keratan sulfate II biosynthesis, precursor 9",
3790,[],,keratan sulfate II (core 4-linked),
3791,[],,keratan sulfate II (core 4-linked),
3792,[],,keratan sulfate II (core 4-linked),
3793,[],,"keratan sulfate II (core 4-linked), degradation product 1",
3794,[],,"keratan sulfate II (core 4-linked), degradation product 2",
3795,[],,"keratan sulfate II (core 4-linked), degradation product 3",
3796,[],,"keratan sulfate II (core 4-linked), degradation product 4",
3797,[],,"keratan sulfate II biosynthesis, precursor 1",
3798,[],,"keratan sulfate II biosynthesis, precursor 10",
3799,[],,"keratan sulfate II boisynthesis, precursor 2",
3800,[],,"keratan sulfate II biosynthesis, precursor 3",
3801,[],,"keratan sulfate II biosynthesis, precursor 4",
3802,[],,"keratan sulfate II biosynthesis, precursor 5",
3803,[],,"keratan sulfate II biosynthesis, precursor 6",
3804,[],,"keratan sulfate II biosynthesis, precursor 7",
3805,[],,"keratan sulfate II biosynthesis, precursor 8",
3806,[],,"keratan sulfate II biosynthesis, precursor 9",
3807,C01717,695,kynurenate,
3808,C01717,695,kynurenate,
3809,C01693,690,L-dopachromate,
3810,C01693,690,L-dopachromate,
3811,C00956,505,L-2-aminoadipate(1-),
3812,C00956,505,L-2-aminoadipate(1-),
3813,C04076,998,L-allysine,
3814,C04076,998,L-allysine,
3815,[],,"{[galactosyl-(1,4)-N-Acetyl-glucosaminyl-(1,2)-mannosyl-(1,3)-],[N-acetyl-glucosaminyl-(1,2)-mannosyl-(1,6)-]mannosyl-(1,4)-N-acetyl-glucosaminyl-(1,4)-[fucosyl-(1,6)]-N-acetyl-glucosaminyl}asparagine",
3816,[],,"de-Fuc, reducing GlcNAc removed, de-Sia form of PA6 (w/o peptide linkage)",
3817,[],,"de-Fuc, reducing GlcNAc removed, de-Sia form of PA6 (w/o peptide linkage)",
3818,C04825,1100,(Gal)2-Xyl-L-Ser (protein),
3819,C00256,211,(R)-lactate,
3820,C00256,211,(R)-lactate,
3821,C00256,211,(R)-lactate,
3822,C00186,162,(S)-lactate,
3823,C00186,162,(S)-lactate,
3824,C00186,162,(S)-lactate,
3825,C00186,162,(S)-lactate,
3826,C00937,499,(R)-lactaldehyde,
3827,C00937,499,(R)-lactaldehyde,
3828,C00424,,(S)-lactaldehyde,
3829,C00424,,(S)-lactaldehyde,
3830,C01724,696,lanosterol,
3831,C01724,696,lanosterol,
3832,C01724,696,lanosterol,
3833,C00243,201,Lactose,
3834,C00243,201,Lactose,
3835,C00243,201,Lactose,
3836,C00243,201,Lactose,
3837,C00506,347,L-cysteate(1-),
3838,C00506,347,L-cysteate(1-),
3839,C00491,341,L-cystine,
3840,C00491,341,L-cystine,
3841,C00123,109,L-leucine,
3842,C00123,109,L-leucine,
3843,C00123,109,L-leucine,
3844,C00123,109,L-leucine,
3845,[],,Leucylglycine,
3846,[],,Leucylglycine,
3847,C00909,493,leukotriene A4(1-),
3848,C00909,493,leukotriene A4(1-),
3849,C00909,493,leukotriene A4(1-),
3850,C00909,493,leukotriene A4(1-),
3851,C02165,749,leukotriene B4(1-),
3852,C02165,749,leukotriene B4(1-),
3853,C02165,749,leukotriene B4(1-),
3854,C02165,749,leukotriene B4(1-),
3855,C02165,749,leukotriene B4(1-),
3856,C02165,749,leukotriene B4(1-),
3857,C05950,,w-carboxy leukotriene B4,
3858,C04853,1107,w-hydroxyl leukotriene B4,
3859,C02166,750,leukotriene C4(2-),
3860,C02166,750,leukotriene C4(2-),
3861,C02166,750,leukotriene C4(2-),
3862,C05951,1389,Leukotriene D4,
3863,C05951,1389,Leukotriene D4,
3864,C05951,1389,Leukotriene D4,
3865,C05952,1390,leukotriene E4(1-),
3866,C05952,1390,leukotriene E4(1-),
3867,C05952,1390,leukotriene E4(1-),
3868,C05952,1390,leukotriene E4(1-),
3869,C06462,,leukotriene F4,
3870,C06462,,leukotriene F4,
3871,C11332,,Leucylleucine,
3872,C11332,,Leucylleucine,
3873,C02700,818,N-formyl-L-kynurenine,
3874,CE2547,1862,lignocerate,
3875,CE2547,1862,lignocerate,
3876,CE2547,1862,lignocerate,
3877,CE2547,1862,lignocerate,
3878,C16529,,lignocericyl coenzyme A,
3879,C16529,,lignocericyl coenzyme A,
3880,C16529,,lignocericyl coenzyme A,
3881,[],,lignoceryl carnitine,
3882,[],,lignoceryl carnitine,
3883,C03451,911,(R)-S-lactoylglutathionate(1-),
3884,C03451,911,(R)-S-lactoylglutathionate(1-),
3885,C00521,356,limonene,
3886,C00521,356,limonene,
3887,C00725,446,lipoate,
3888,C00725,446,lipoate,
3889,C00328,253,L-kynurenine,
3890,C00328,253,L-kynurenine,
3891,[],,linoelaidic acid (all trans C18:2),
3892,[],,linoelaidic acid (all trans C18:2),
3893,[],,linoelaidic acid ACP (all trans),
3894,[],,linoelaidyl coenzyme A,
3895,[],,linoelaidyl coenzyme A,
3896,[],,Linoelaidyl carnitine,
3897,[],,Linoelaidyl carnitine,
3898,C01595,656,linoleate,
3899,C01595,656,linoleate,
3900,C01595,656,linoleate,
3901,C01595,656,linoleate,
3902,C01595,656,linoleate,
3903,C01595,656,linoleate,
3904,C16160,,linoleic acid ACP (all cis),
3905,C02050,735,linoleic coenzyme A,
3906,C02050,735,linoleic coenzyme A,
3907,C02050,735,linoleic coenzyme A,
3908,C02050,735,linoleic coenzyme A,
3909,[],,Linoleyl carnitine,
3910,[],,Linoleyl carnitine,
3911,C06427,1469,alpha-linolenate,
3912,C06427,1469,alpha-linolenate,
3913,C06427,1469,alpha-linolenate,
3914,C06427,1469,alpha-linolenate,
3915,CE4809,1993,alpha-Linolenoyl-CoA,
3916,CE4809,1993,alpha-Linolenoyl-CoA,
3917,CE4809,1993,alpha-Linolenoyl-CoA,
3918,[],,alpha-linolenyl carnitine,
3919,[],,alpha-linolenyl carnitine,
3920,C06426,1468,gamma-linolenate,
3921,C06426,1468,gamma-linolenate,
3922,C06426,1468,gamma-linolenate,
3923,C06426,1468,gamma-linolenate,
3924,C03035,868,gamma-linolenoyl-CoA(4-),
3925,C03035,868,gamma-linolenoyl-CoA(4-),
3926,C03035,868,gamma-linolenoyl-CoA(4-),
3927,C03035,868,gamma-linolenoyl-CoA(4-),
3928,[],,gamma-linolenyl carnitine,
3929,[],,gamma-linolenyl carnitine,
3930,C00248,205,lipoamide,
3931,[],,lysophosphatidylcholine,
3932,[],,lysophosphatidylcholine,
3933,C00408,300,L-pipecolic acid,
3934,C02051,736,Lipoylprotein,
3935,C01189,582,5alpha-cholest-7-en-3beta-ol,
3936,C01189,582,5alpha-cholest-7-en-3beta-ol,
3937,[],,Lumisterol 3,
3938,C01287,,Gal-Xyl-L-Ser (protein),
3939,C00047,43,L-lysinium(1+),
3940,C00047,43,L-lysinium(1+),
3941,C00047,43,L-lysinium(1+),
3942,C00047,43,L-lysinium(1+),
3943,C00047,43,L-lysinium(1+),
3944,C00047,43,L-lysinium(1+),
3945,C05412,,L-lyxonate,
3946,[],,10fthf5glu[c],
3947,[],,mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol (M4A),
3948,[],,mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol (M4A)),
3949,[],,mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol-Protein (M4A),
3950,[],,"alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human liver homolog",
3951,[],,"alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human uterine homolog",
3952,[],,"(dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (H6)",
3953,[],,dimannosyl-glucosaminyl-acylphosphatidylinositol (H3),
3954,[],,(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine,
3955,[],,(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine,
3956,[],,"(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",
3957,[],,"(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",
3958,[],,"(trimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (M4C)",
3959,[],,trimannosyl-glucosaminyl-acylphosphatidylinositol (H4),
3960,[],,[],
3961,[],,"(alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human liver homolog",
3962,[],,"(alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human uterine homolog",
3963,C05881,,(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),
3964,[],,"(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",
3965,[],,"(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",
3966,[],,"(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",
3967,[],,"(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",
3968,[],,(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),
3969,[],,(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),
3970,[],,(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),
3971,[],,"(alpha-D-Mannosyl)5-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",
3972,[],,"(alpha-D-Mannosyl)5-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",
3973,[],,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),
3974,[],,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),
3975,[],,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),
3976,[],,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),
3977,[],,"(alpha-D-Mannosyl)6-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",
3978,[],,"(alpha-D-Mannosyl)6-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",
3979,[],,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)",
3980,[],,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",
3981,[],,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",
3982,[],,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",
3983,[],,"(alpha-D-Mannosyl)7-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",
3984,[],,"(alpha-D-Mannosyl)7-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",
3985,C05876,,(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),
3986,C05876,,(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),
3987,C05868,1368,"(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",
3988,C05688,1306,"(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",
3989,[],,monoacylglycerol 2,
3990,[],,monoacylglycerol 2,
3991,C00149,134,(S)-malate(2-),
3992,C00149,134,(S)-malate(2-),
3993,C00149,134,(S)-malate(2-),
3994,C00149,134,(S)-malate(2-),
3995,C01209,591,Malonyl-[acyl-carrier protein],
3996,C01209,591,Malonyl-[acyl-carrier protein],
3997,C00083,75,Malonyl-CoA,
3998,C00083,75,Malonyl-CoA,
3999,C00083,75,Malonyl-CoA,
4000,C00083,75,Malonyl-CoA,
4001,C00083,75,Malonyl-CoA,
4002,C00083,75,Malonyl-CoA,
4003,C00083,75,Malonyl-CoA,
4004,C00208,176,Maltose,
4005,C00208,176,Maltose,
4006,C00208,176,Maltose,
4007,CE2837,1888,maltoheptaose,
4008,CE2837,1888,maltoheptaose,
4009,C01936,719,Maltohexaose,
4010,C01936,719,Maltohexaose,
4011,CE2835,1887,maltopentaose,
4012,CE2835,1887,maltopentaose,
4013,C01835,711,maltotriose,
4014,C01835,711,maltotriose,
4015,C01835,711,maltotriose,
4016,C02052,737,Maltotetraose,
4017,C02052,737,Maltotetraose,
4018,C00159,142,D-Mannose,
4019,C00159,142,D-Mannose,
4020,C00159,142,D-Mannose,
4021,C00159,142,D-Mannose,
4022,C00159,142,D-Mannose,
4023,C00636,407,D-Mannose 1-phosphate,
4024,C00275,223,D-Mannose 6-phosphate,
4025,C05606,1282,Melanin,
4026,C01598,657,melatonin,
4027,[],,"({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol (M4B)",
4028,[],,"({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B)",
4029,[],,"(mannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (B)",
4030,C00132,118,methanol,
4031,C00132,118,methanol,
4032,C00132,118,methanol,
4033,C00132,118,methanol,
4034,C05588,1277,Metanephrine,
4035,C05588,1277,Metanephrine,
4036,C05823,1351,3-Mercaptolactate,
4037,[],,3-mercaptolactate-cysteine disulfide,
4038,[],,3-mercaptolactate-cysteine disulfide,
4039,C00957,506,3-mercaptopyruvate,
4040,C00957,506,3-mercaptopyruvate,
4041,C06028,,Mesaconyl-CoA,
4042,C01732,,Mesaconate,
4043,C00073,65,L-methionine,
4044,C00073,65,L-methionine,
4045,C00073,65,L-methionine,
4046,C00073,65,L-methionine,
4047,C00445,320,"5,10-Methenyltetrahydrofolate",
4048,C00445,320,"5,10-Methenyltetrahydrofolate",
4049,C00418,307,(R)-mevalonate,
4050,C00418,307,(R)-mevalonate,
4051,C00418,307,(R)-mevalonate,
4052,[],,mannosyl-glucosaminyl-acylphosphatidylinositiol (H2),
4053,C05127,1135,N(tele)-methylhistaminium,
4054,C01284,619,"myo-inositol 1,3,4,5,6-pentakisphosphate(10-)",
4055,C01284,619,"myo-inositol 1,3,4,5,6-pentakisphosphate(10-)",
4056,C01272,617,"1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-)",
4057,C01272,617,"1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-)",
4058,C04477,1039,"myo-inositol 1,3,4,6-tetrakisphosphate(8-)",
4059,C04477,1039,"myo-inositol 1,3,4,6-tetrakisphosphate(8-)",
4060,C01243,607,"1D-myo-inositol 1,3,4-trisphosphate(6-)",
4061,C04062,,"1D-myo-Inositol 1,3-bisphosphate",
4062,C11555,1549,"1D-myo-inositol 1,4,5,6-tetrakisphosphate(8-)",
4063,C01245,608,"1D-myo-inositol 1,4,5-trisphosphate(6-)",
4064,C01245,608,"1D-myo-inositol 1,4,5-trisphosphate(6-)",
4065,C01220,595,"(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate",
4066,C01220,595,"(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate",
4067,C01177,575,1D-myo-inositol 1-phosphate(2-),
4068,C01177,575,1D-myo-inositol 1-phosphate(2-),
4069,C04520,1046,"1D-myo-inositol 3,4,5,6-tetrakisphosphate(8-)",
4070,C04063,995,"1D-myo-Inositol 3,4-bisphosphate",
4071,C04006,989,1D-myo-inositol 3-phosphate(2-),
4072,C03546,927,1D-myo-inositol 4-phosphate(2-),
4073,C04593,,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate",
4074,C01204,589,myo-inositol hexakisphosphate(12-),
4075,C01204,589,myo-inositol hexakisphosphate(12-),
4076,C00143,128,"5,10-Methylenetetrahydrofolate",
4077,C00143,128,"5,10-Methylenetetrahydrofolate",
4078,C00218,183,methylammonium,
4079,C00683,430,(R)-methylmalonyl-CoA(5-),
4080,C00683,430,(S)-methylmalonyl-CoA(5-),
4081,C00683,430,(S)-methylmalonyl-CoA(5-),
4082,C00683,430,(S)-methylmalonyl-CoA(5-),
4083,[],,"beta-1,4-mannose-N-acetylglucosamine",
4084,[],,"beta-1,4-mannose-N-acetylglucosamine",
4085,[],,"beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human liver homolog",
4086,[],,"beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human uterine homolog",
4087,C00222,186,3-oxopropanoate,
4088,C00222,186,3-oxopropanoate,
4089,C00546,372,methylglyoxal,
4090,C00546,372,methylglyoxal,
4091,C05761,1338,Myristoyl-ACP (n-C14:0ACP),
4092,C00612,395,N(1)-acetylspermidinium(2+),
4093,C00612,395,N(1)-acetylspermidinium(2+),
4094,C02567,802,N(1)-acetylsperminium(3+),
4095,C02567,802,N(1)-acetylsperminium(3+),
4096,C11530,,((N-acetyl-D-glucosaminyl)2-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),
4097,[],,"de-Fuc, reducing GlcNAc removed, de-Sia, de-Gal form of PA6 (w/o peptide linkage)",
4098,[],,n2m2nmasn (w/o peptide linkage),
4099,[],,n2m2nmasn (w/o peptide linkage),
4100,C04946,,"N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R",
4101,C04946,,"N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R",
4102,C04946,,"N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R",
4103,[],,reducing GlcNAc removed form of n2m2nmasn (w/o peptide),
4104,[],,reducing GlcNAc removed form of n2m2nmasn (w/o peptide),
4105,[],,((N-acetyl-D-glucosaminyl)3-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),
4106,C05936,1385,4-acetamidobutanal,
4107,C05936,1385,4-acetamidobutanal,
4108,[],,((N-acetyl-D-glucosaminyl)4-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),
4109,[],,((N-acetyl-D-glucosaminyl)5-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),
4110,C01029,527,N(8)-acetylspermidinium(2+),
4111,C01330,631,Sodium,
4112,C01330,631,Sodium,
4113,C01330,631,Sodium,
4114,C01330,631,Sodium,
4115,C01330,631,Sodium,
4116,C00253,209,Nicotinate,
4117,C00253,209,Nicotinate,
4118,C01042,534,N-acetyl-L-aspartate(2-),
4119,C01042,534,N-acetyl-L-aspartate(2-),
4120,C00978,511,N-acetylserotonin,
4121,C00003,3,Nicotinamide adenine dinucleotide,
4122,C00003,3,Nicotinamide adenine dinucleotide,
4123,C00003,3,Nicotinamide adenine dinucleotide,
4124,C00003,3,Nicotinamide adenine dinucleotide,
4125,C00003,3,Nicotinamide adenine dinucleotide,
4126,C00003,3,Nicotinamide adenine dinucleotide,
4127,C00004,4,Nicotinamide adenine dinucleotide - reduced,
4128,C00004,4,Nicotinamide adenine dinucleotide - reduced,
4129,C00004,4,Nicotinamide adenine dinucleotide - reduced,
4130,C00004,4,Nicotinamide adenine dinucleotide - reduced,
4131,C00006,6,Nicotinamide adenine dinucleotide phosphate,
4132,C00006,6,Nicotinamide adenine dinucleotide phosphate,
4133,C00006,6,Nicotinamide adenine dinucleotide phosphate,
4134,C00006,6,Nicotinamide adenine dinucleotide phosphate,
4135,C00006,6,Nicotinamide adenine dinucleotide phosphate,
4136,C00006,6,Nicotinamide adenine dinucleotide phosphate,
4137,C00006,6,Nicotinamide adenine dinucleotide phosphate,
4138,C00005,5,Nicotinamide adenine dinucleotide phosphate - reduced,
4139,C00005,5,Nicotinamide adenine dinucleotide phosphate - reduced,
4140,C00005,5,Nicotinamide adenine dinucleotide phosphate - reduced,
4141,C00005,5,Nicotinamide adenine dinucleotide phosphate - reduced,
4142,C00005,5,Nicotinamide adenine dinucleotide phosphate - reduced,
4143,C00005,5,Nicotinamide adenine dinucleotide phosphate - reduced,
4144,[],,"N-Acetyl-D-glucosaminyldiphosphodolichol, human liver homolog",
4145,[],,"N-Acetyl-D-glucosaminyldiphosphodolichol, human uterine homolog",
4146,C00153,137,Nicotinamide,
4147,C00153,137,Nicotinamide,
4148,C05545,1260,"Protein N6,N6-dimethyl-L-lysine",
4149,C05653,1298,N-formylanthranilate,
4150,C01342,634,Ammonium,
4151,C01342,634,Ammonium,
4152,C01342,634,Ammonium,
4153,C01342,634,Ammonium,
4154,C01342,634,Ammonium,
4155,C01342,634,Ammonium,
4156,C05841,1357,Nicotinate D-ribonucleoside,
4157,C01185,580,Nicotinate D-ribonucleotide,
4158,C01185,580,Nicotinate D-ribonucleotide,
4159,C01185,580,Nicotinate D-ribonucleotide,
4160,C07266,,nifedipine,
4161,C07266,,nifedipine,
4162,C05884,,(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),
4163,C05882,,(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),
4164,C03702,946,Histone N6-methyl-L-lysine,
4165,C00455,326,NMN,
4166,C00455,326,NMN,
4167,C00455,326,NMN,
4168,C02723,822,N-methylputrescinium(2+),
4169,C06212,1452,N-Methylserotonin,
4170,C00533,364,Nitric oxide,
4171,C00533,364,Nitric oxide,
4172,C00088,79,Nitrite,
4173,C00088,79,Nitrite,
4174,C00088,79,Nitrite,
4175,C00088,79,Nitrite,
4176,C01942,,nonanoylcoa,
4177,C05589,1278,L-Normetanephrine,
4178,C00829,471,naphthalene,
4179,C00829,471,naphthalene,
4180,C00547,373,Norepinephrine,
4181,C00547,373,Norepinephrine,
4182,C00547,373,Norepinephrine,
4183,[],,Sulfate derivative of norepinephrine,
4184,[],,Sulfate derivative of norepinephrine,
4185,C08323,,nervonate,
4186,C08323,,nervonate,
4187,C16532,,nervonyl coenzyme A,
4188,C16532,,nervonyl coenzyme A,
4189,C16532,,nervonyl coenzyme A,
4190,[],,Nervonyl carnitine,
4191,[],,Nervonyl carnitine,
4192,C06459,1472,N-Trimethyl-2-aminoethylphosphonate,
4193,C05546,1261,"Protein N6,N6,N6-trimethyl-L-lysine",
4194,C05546,1261,"Protein N6,N6,N6-trimethyl-L-lysine",
4195,C05933,1384,N-(omega)-Hydroxyarginine,
4196,C00007,7,O2,
4197,C00007,7,O2,
4198,C00007,7,O2,
4199,C00007,7,O2,
4200,C00007,7,O2,
4201,C00007,7,O2,
4202,C00007,7,O2,
4203,C00007,7,O2,
4204,C00704,439,superoxide,
4205,C00704,439,superoxide,
4206,C00704,439,superoxide,
4207,C00704,439,superoxide,
4208,C00704,439,superoxide,
4209,C00036,34,Oxaloacetate,
4210,C00036,34,Oxaloacetate,
4211,C00036,34,Oxaloacetate,
4212,[],,9-O-Acetylated GD3,
4213,[],,9-O-Acetylated GD3,
4214,[],,9-O-Acetylated GD3,
4215,[],,9-O-Acetylated GT3,
4216,[],,9-O-Acetylated GT3,
4217,[],,9-O-Acetylated GT3,
4218,C01944,721,Octanoyl-CoA (n-C8:0CoA),
4219,C01944,721,Octanoyl-CoA (n-C8:0CoA),
4220,C01944,721,Octanoyl-CoA (n-C8:0CoA),
